,tweet,polarity_score
0,short eurcad and usd cad,0
1, any ideas for eurusd on 26th i think it will move towards 1333050 and then only it might swing further downside or upside,0
2,break above 13416 eurusd and keeping above above 13297 618 of previous upmove from 132 opens the way towards 13709,0
3,current rates buy usd 1068 gbp 16645 eur 144 and many more on hand currencies at 3 locations   ,0
4,short eurcad and usdcad,0
5,bias for next week expect a lot of usd strength along with cad strength eur likely to soften and aud likely to soften like rba said,0
6,at 1000 am est consumer confidence for eur will be released and new home sales for usd these are the only market events left today,0
7,update  1520 as its a friday i closed my trades early the usddkk banked 61pips and the eurhkd banked 131 pips,0
8,at 1000 am est consumer confidence for eur will be released and new home sales for usd  these are the only market events left today,0
9,rupiah drop 602 vs usd to 11058 drop 441 vs jpy to 11151 and drop 612 to 14763eur still says usd strengthen not rupiah weaken,0
10,fomc disappointed the market and usd posted minor gains vs eur and gbp biggest gains were vs nzd and cad as forecasted eur may turn strong,0
11,eurusdoptions 13200 13400usdjpyoptions 9800 and 10000eurjpyoptions 13100 and 13200audusdoptions 09000gbp,0
12,we expect up direction for eurusd and gbpusd today markets are waiting for news release from germany and uk no big changes expected,0
13,12 hours later and my moneys in the bank moved eur to usd with  and am really loving p2p finance,0
14,i believe eurusd will close on 15 min betwee 13370 and 13375 and this will allow the currency to drop downwards,0
15,added to eurusd short  13371 tp 13220 and lower 20 stop,0
16,contemplating on just selling gbpusdselling eurusdbuying nzdusdbuying usdjpy and just letting it be till sept end ,0
17,the usd continues firmer  gaining ground against most majors  cme fx futurescable  126 eur 38 and chf 45 vs ,0
18,eurusd works in range 1332565 flat and boring here,0
19, kes closes at gbpkes 13658 usdkes 8755 and eurkes 11682 ,0
20,kes closes at gbpkes 13658 usdkes 8755 and eurkes 11682 ,0
21, amp improvement in us data surprises should  boost  data surprises in  and  area near positive extremes   ,0
22,eurex to launch eurrub and usdrub futures as well as its other six currency pairs announced yesterday with help from moscow exchange,0
23,sell eurusd  at 13339 stop 13346 targets 13328 and 13312,0
24, closed all usd long that i bought on blue light special yesterdayeur nok gbp sek cad and chf  ma birthday dude ,0
25,closed all usd long that i bought on blue light special yesterdayeur nok gbp sek cad and chf,0
26, of funds payment will be effected to your account as followson the same business day if itt currency is usd gbp and eurcont,0
27,sell eurusd  at 13356 stop 13363 targets 13342 and 13320,0
28,negative eur data and positive usd data will push it down to the mid to low 32xx level,0
29,pretty much in position now long aud short eur and gbp vs jpy and usd tops amp bottoms being set usdcad could see 10580 b4 lower imo,0
30, steam is doing the usdeur thing for nearly everything and has done so for years,0
31,and if you dont think i am not shorting the eurgbp here at the 618 after a 100 pip drop in the gbpusd your crazy,0
32,just be coolusdjpy target 100 and eurusd target 130,0
33,only shit panic usd markets and eurusd dropp,0
34,after fomc release eurusd  will touch the support at 132916 and will move up till 136916 ,0
35, after fomc release eurusd  will touch the support at 132916 and will move up till 136916,0
36,usd trades at session highs having made gains of 45 pips against the eur trades 13373 last and 32 pips against jpy trades 9764 last,0
37,for all of you following along the edge webinarsclosed all remaining usd longs took a loss in eur but cad nzd nok and sek did vwell,0
38,buy eurusd  at 13387 stop 13372 targets 13402 and 13430,0
39,good morning our sell rates today are usd 10631 eur 14459 and gbp 16849 please call us  for more rates,0
40,kes closes at gbpkes 13699 usdkes 8730 and eurkes 11686 ,0
41,eur usd struggling to get over pivot area and that 134 august nearly over last slog of the month end lack of buyers,0
42,eurex goes live with fx futures and options on eur usdchf and gbp on 7th october,0
43,eurusd and gbpusd supported into fed minutes,0
44,fomc to lead eurusd and dxy direction,0
45,eurusd trading at 13386 on interbank uk companies with sales in the eurozone amp the us receiving payments in eur and usd might to well d,0
46,eurusd trading at 13386 on interbank uk companies earning with sales in the eurozone amp the us receiving payments in eur and usd might t,0
47, usd is higher across the board along with gbp eur and jpy are mixed but lower versus usd while aud and nzd are weak kb,0
48,the canadian dollar is relative weak the latest trading sessions against the other major currencies usd and eur but more weakness on the ,0
49,real money reported selling eurusd and gbpusd on london open,0
50,eurusd talk of system and model selling and expected profit taking from yesterday are bringing the pair lower,0
