,tweet,polarity_score
0,sometimes this happens  eurusd reached entry didnt think it would with huge swing  took entry 1st profit and stopped at entry,0
1,entered short gbpusd pending long euraud and usdcad short audusd,0
2, buy 20m of eur and usd and sell chf,0
3,eurusd ss cover some here sub 32 and it goes to 29,0
4,got another customer in norway and they prefer pricing in usd not eur is it because they are an oil exporter customers in denmark like eur,0
5,italy bond issue nov 29 likely to drive eur lower ahead of event anxiety and usd spike ahead see earlier comments on eur short above 140,0
6,just got to my desk eurusd long was stopped for 29 pips loss no worries about it will look at the charts and post what i see,0
7,problems around the eu bear day for the eurusd pairing and the likely beneficiary is the gbp due to gold increase and thanksgiving,0
8,hunting entries on pullbacks in eurusd gbpusd audusd nzdusd sort and usdcad  usdchf long supported by lower gold oil and copper,0
9,next shot long for eurusd 3250  now gearing up a bit to lev 5 no greed and not toooo much lev pleazzzze ,0
10,spot eurusd must move lower than 13265 and 13250 towards 13200 to progress decline any counter trend move must reach 13322 to break up,0
11,breaking news  eurusd touched new lows following merkels comments on joint eur bond issuance and in the illiquid conditions of the,0
12,update  eurusd touched new lows following merkels comments on joint eur bond issuance and in the illiquid conditions of the us,0
13,news now  eurusd touched new lows following merkels comments on joint eur bond issuance and in the illiquid conditions of the us,0
14,attention fx news  eurusd touched new lows following merkels comments on joint eur bond issuance and in the illiquid conditions of,0
15,currency news gtgt  eurusd touched new lows following merkels comments on joint eur bond issuance and in the illiquid conditions of the,0
16,usd starts eu session under pressure and breaking below the 133 level,0
17,citi warns of barriers below 133 in eurusd and a break below there would open the way up for a quick plunge to 130,0
18, 90148 is the opening figure to the usd 12016 to the eur and 139685 to the gbp for the kes,0
19, on cnbc talking usd eur and favorite trade  ,0
20,guess turkeys are under rated in the eurozonewhere chickens are the bird of choiceand the eurusd on the road to 32 cluk cluk,0
21, according to headlines and effective market theory everything is priced in eurusd should already be testing parity its not,0
22, eurusd solid bids reported at 13315 and 13310 barrier option at 13300,0
23,forexlive asian market open eurusd stalled at 13315 overnight exactly where the big bids are supposed to start and previous support le,0
24,rt cb01 volatility in exchange rates and usd appreciation against eur will be snow and rain of 12 corporate earnings reports,0
25,turkey in the oven back to watching my eurusd shorts and the thanksgiving day parade,0
26,strongly bullish aud right here 9705 eur aud also overbought on dailies and aud well oversold too against the usd on dailies,0
27,buy eurusd and take profit 13350,0
28,one last thing just after the merkonti meeting roubini appeared eurusd and stocks in decline in italy we say porta merda total crap,0
29, stops on eurusd bellow seid level means there could be long covering and price could shoot up ,0
30, sweden might soon face a threat of export when investors fleeing from eur and usd start to buy sek obsessively same as with chf,0
31,wpt thanks i guess it depends on timeframe one is trading ill become bearish risk only if the lows in audusd and eurusd are broken,0
32,the usd is currently selling  10642 gbp  16723 and eur  14477  please call for rates on large trades 5197637330,0
33, how many different currencies do you currently have in your wallet i have 5 lt  currently 3 usd gbp and euros lt gbp dkk eur,0
34,european equities took a legg down after fitch downgraded portugal to junk and warned for a recession eurusd 13379,0
35,zar bounces off lows as euro struggles to make ground top 40 stronger and dow looks to open higher usd at 853 eur 1141 and gbp at 1324,0
