,tweet,polarity_score
0,eurusd has formed a channel up pattern on the 1h chart the pattern has 41 quality and 50 magnitude in the 113bar period,0
1,yesterday  gold and eurusd made me think gold was high today,0
2,usd todays rally was a bit of a surprise and yet resistance is holding  13000 and the larger setup still points us downwards,0
3,eurusd better flat now monday us closed 4 memorial day and uk spring banks holyday,0
4,eurusd   remains on the upside and is challenging its previous high the rsi is well directed   eurusd,0
5,rbs we still favour buying dollars we still forecast sizeable declines in eur and in gbp against the usd over the next 12 months,0
6,usd move lower is painful really  as few currencies other than eur and gbp are really making much ground commods continue to struggle here,0
7,i will be trading eurusd and gbpusd in the evening uk time when they range a lot and will be using 5 min short term trade in,0
8,eurusd is and will remain a sell on rallies,0
9,both our trades in eurusd and gbpusd longs are giving us more than 100 pips hold for more break above 13020 amp 15160 wud bring more,0
10,lago  index look very similar to usdchf and the opposite of eurusd the neckline on the hamps pattern should provide good support,0
11,flash what can we expect of the eurusd  ubs and commerzbank,0
12,the euro continues to gain following the good german sentiment figureseurusd has just pushed over resistance and gbpeur close to 6wk low,0
13,aaaand in the left corner weighing in at a combined and unfathomable amount of qe the eurusd ladies and gentlemen its on a rampage,0
14,the euro continues to gain following the good german sentiment figureseurusd has just pushed over resistance and gbpeur close to 6wk low,0
15,the eurusd closed bullish yesterday after trading over 140 pips to the upside the market is trading back above monthly sampr and the 129 cl,0
16,usdjpyoptions 1010050 and 10200eurusdoptions 12900 and 13000gbpusdoptions 15000 and 15250audusdoptions 0985,0
17,commerzbank eurusd order book model lacks direction with the buy and sell order densities about equal when was taken at  12938,0
18, gm john how are you im sitting here loaded with audusd and eurusd longs waiting for some kind of a resolution,0
19, aussie nzd cad gbp are weaker this morning while usd and eur are mixed and jpy is weaker across the board kb,0
20,daily fx   dollar fails to break eurusds 12750 support as risk qe3 fears steady stimulus will endamphellipeventually and this real,0
21,usd is about to restart risk accumulation upward  and eur looks follow it netnet eurusd is mixed,0
22,square hi seb i need your advice on eurusd gbpusd and usdjpy,0
23,eurusd  decide to trim half my positions over weekend and leave sell orders at 13025 theres nothing wrong with trying v,0
24,bnp paribas raise its 2013 target to 18000 from 15k assumes usdjpy at 110 and eurjpy at 14000,0
25,the usd is broadly weaker overnight with the nzd and eur both up over 150 points from recent lows,0
26,the usd is broadly weaker overnight with the aud and eur both up over 100 points from recent lows,0
27,the usd is broadly weaker overnight with the aud and eur both up over 100 points from recent lows,0
28, typically eurusd and xauusd are going same way your position sold eurusd and bought xauusd how so,0
29, and also the eurusd volatile trade,0
30, dax divingme shorting eurusd what a happy lifeenjoy down gdaxi monday dax and cousin dow back up normal ,0
31, yep i am long usd against eur aud and chfthese are long term positions now we seem to have broken major trendlines,0
32,great day to sell usd we are buying usd back  1016 eur 2973 and gbp 5113 call us on 519 763 7330 for large trades and quotes,0
33,  did not receive your signals for eurusd and gbpusd   pls check,0
34,flash what can we do with the eurusd  commerzbank and ubs,0
35,deflation jpy amp eur on the bid and inflation usd on the offer,0
36, services already out and around expectations 4 am eur flash 330 pm draghi speaking usd 830 unemployment claims 10 am home sales,0
37,three numbers to watch second estimate gdp qoq gbp unemployment claims usd and ecb president draghi speaks eur,0
38,hsbc next off the block with currency revisions now see eurusd at 124 from 135 and audusd at 09000 from 09500 at yearend ,0
39,looks like eurchf has been tested and over came some resistance currently i am long and up 715 usd,0
40,after losing first trade 950 on eurusd we won next two trades on same currencies and each was 1560 3120  lets go microsoft,0
41,eurjpy amp eurusd both lod gold and silver now selling off along w crude,0
42,watching levels on 1 hr on eurusd note 4060 zone look at confluence and exts,0
43,rtig eur and gbp have given up all of bernankeinspired gains  fresh 1 month low for gbpusd,0
44,eur and gbp have given up all of bernankeinspired gains  fresh 1 month low for gbpusd,0
45, morning just wondered what your thoughts were on eurusd and whether it is wise to still be holding short ,0
46,usdollar being equal weighted basket usd vs aud jpy eur and gbp,0
47,eurusd  filled some goodsized offers up at 12950 intraday sell stops  building sub12920 with more beneath 12900 and at 12880,0
48,eurchf and audusd almost look part and parcel the reversal of the bigger safehavens beneficiaries,0
49,intraday both eur and usd moving higher ,0
50,the  inflation figure released yesterday made  lose against most major currenciesshedding 1 cent against the  and ,0
51,eur and usd move up further v gbp this is an opporunity for businesses paying uk based staff in eurhedge their salary,0
52,eur and usd move up further v gbp this is an opporunity for businesses paying uk based staff in eurhedge their salary,0
53,nzd and eur are top performers this week against the usd so far up by 079 and 073 respectively unofficial,0
54,nzd and eur are top performers this week against the usd so far up by 079 and 073 respectively unofficial,0
55,helping dialin some good levels to sell the thing soon against eur and usd gt  norwegian krone ,0
56,dailyfxteam nzd and eur are top performers this week against the usd so far up by 079 and 073 respectively unofficial,0
57,nzd and eur are top performers this week against the usd so far up by 079 and 073 respectively unofficial,0
58,flash what does the eurusd have to offer  commerzbank and ubs,0
59,devaluation of pkr since 01 pkr fell by 54 vs usd 68 vs gbp 134 vs eur and 96 vs jpy while inr lost 14 vs usd ,0
60,devaluation of pkr since 01 pkr fell by 54 vs usd 68 vs gbp 134 vs eur and 96 vs jpy while inr lost 14 vs usd ,0
61, gbp jpy cad aud and nzd are weaker today while the eur usd and nok are strongest in g10 so far kb,0
62,eurusd res found between 1292545 with stops eyed above 12950 expected to consolidate ahead of boj and bernanke testimony,0
63,i will add to eurusd long and stop will be below right shoulder 4hr,0
64,watching usdjpy eurjpy and gbpjpy i wish you success,0
65,on aud wagon  usd and jpy decline against most counterparts while eur and aud advance across the board,0
66,usd and jpy decline against most counterparts while eur and aud advance across the board,0
67,just checked an order and was filled short gbpusd at 15175 stop 152 target 1510015075 at that point will be looking at gbpeur good luck,0
68,whats the best way to convert foreign currency loose change id guess maybe 50 worth of eur and 20 worth of usd,0
69, i trade only usd majors there was nice h1 sfp at usd cad and it works great wait a moment let me see eur cad chart,0
70,right now im long eurchf and short gpbusd waiting to see if either one is going to be a money maker for me today happy trading,0
71,eurusd failed to break below 12840 and rise a head after fed bullard speak,0
72, we may see a good opportunity maybe following the  good news and some  rumor,0
73, ed if audusd is 09 by year end where will be eurusd and gbpusd if aud goes that low means things will be bad around the world,0
74,eurusd short here at 12864 in case shprt again at 12885 and below 12847 if confirmed,0
75,spent two hours trading eurusd and usdjpy and made 200 profit with one usd bullish trade i lost double the amount,0
76,kisima accountthis is a single tariff transactional ac with no transaction fee to it ac available in usd gbp and eur,0
77,usd trade may settle between large option expiries at 1284550 and 12900,0
78,eur is working for the eu zone economical recoverygetting stronger in front of asian currencies and weaker in front of the usd,0
79, yes indeed we accept gbp our head office is based in the uk usd and eur,0
80,flash what can we do with the eurusd  ubs and commerzbank,0
