,tweet,polarity_score
0,rumors and facts hurt the eurusd back to 10day lows,0
1,expect a move back from where sampp and dj started the day also eurusd should move back into 1302530 area there will open shorts,0
2,goldman note from this morning says medterm reduced eur risk  us deficits asia surpluses and risk correlations  usd bearish,0
3,eurusd see resistance still at 13010 staying short from 13021 and 12890 is target,0
4, we take gbp eur usd dkk sek and yen bot no gift vouchers when we do they will be in all currencies,0
5,  the data release and the cross rate effect of the gbpusd on the eurgbp why didnt he gaff 30 pips earlier then i would have no loss,0
6,gbpeur and gbpusd both gain 50 pips as uk gdp q3 surpasses expectations at 1,0
7,conclusion  buy gbp sell jpy rumors about new qe sell eur and moderatly sell usd,0
8,usd acbs fade the rally and their influence looks a significant factor in a likely top13 expiries may draw price action in short term,0
9,sterling up on the good data against the usd eur audchf and jpy amongst others contact me for full updates 08000 321 109,0
10,todays recommended trade is nzdusd for analysis of this set up plus eur gbp jpy chf and aud email me at trlnetnz,0
11,sterling up against usd and eur following better than expected uk  figures,0
12,my short term target for usd is 13070remember it is just my bet and the probability for being wrong is high,0
13,risk working its stuff this morning 130 very key level for eurusd hold above and 13050 will be target initially for bulls,0
14,my view on the markets are that we got a reversal in eurusd and gbpusd today  i expect usd to weaken further today,0
15,european session october 25eurusd  resist 12995130gbpusd  target 16110audusd  max 103715usdchf  09289 and 09270,0
16,the eurusd has rebounded and nearly made up all of todays losses ,0
17,on  all pricing is in eur until you set your billing address to germany then its usd hit cancel and lose your cart doh ,0
18,todays recommended trade is nzdusd for analysis of this set up plus eur gbp jpy chf and aud email me trlnetnz,0
19,australia and china data released yesterday made the eurusd knocking on the door of 13000 again,0
20,still short the eurusd from this morning at 12962 currently 8 pips and holding into asia and european sessions,0
21,breech of the eurusd of the triangle and on to higher highs if you took the trade with me protect your profits from here up 15 pips,0
22,total divergence between usd spx and eur atm,0
23,usd touches a 1 week low on weak manufacturing amp service sector sentiment indices for both germany and the eu,0
24, selling usdnok and buying eurjpy,0
25,eurusd short order missed by 1 pip and already hit my wouldve been take profit  sigh plenty of news today to get back in the game,0
26, 1145 gmt 4  ecb president draghi will speak watch out folks all days is full of data release for    and also ,0
27,morgan stanley closes usd longs in both its tactical and strategic books before pmis and ifo,0
28,dow jones morgan stanley closes eurusd longs in both its tactical and strategic books before pmis and ifo,0
29,eurusd and gbpusd are about ready to make some advances in todays trading in our opinion,0
30, eco eur 74510 am draghi speaking usd 10 am homes sales and 215 pm fomc,0
31, eurusd lower on both weaker pmi and also german ifo survey latter down to 2 12 year low  fighting with fib level at,0
32,eurusd lower on both weaker pmi and also german ifo survey latter down to 2 12 year low  fighting with fib level at 12935,0
33,citi remains cautious on usd outlook as spain and the ecb continue to play chicken over a request for financial aid,0
34,gbpeur opens at 12325  heavy day ish for data today on the eur and usd side of things,0
35,eur usd makes bearish flag and need to break 1382 fibo extention line at 12964 1st supp 12930 2nd supp 12900,0
