,tweet,polarity_score
0,profits for the week  195 pips 45 pips in eurchf 80 pips in usdjpy and 70 pips in cadjpy,0
1,    the maddest metal merch mailorder     mad patcher ships worldwide and accepts payments in eur usd gbp    ,0
2,    the maddest metal merch mailorder     mad patcher ships worldwide and accepts payments in eur usd gbp    ,0
3,eurusd edges lower to 12506 in early us session and intraday bias remains on the downside for 618 projection,0
4,buy horses in spain  now todays exchange rate  1 usd you get 079561 eur1 eur you get 125678 usdpls contact for info and videos,0
5,usd be wise for entry the market seems news of eurozone keep running heat june almost come and dont forget next friday is nfp,0
6,tensions in greece and eurozone continue and euro is struggling here unless the eurusd moves dramatically today i imagine major indices,0
7,     they are probably short eur and long usd ,0
8,eurusd is up 044 cents 035 on the report and the dollar index is down 023 points 029,0
9,dear twitter if eurusd is 125 and gbpeur is 125 and gbpusd is 158  dont i just take 33p and run,0
10,unless the euro issues get resolved resolution would be a miracle i see a 57 decline for stocks eurusd and audusd in the near term,0
11,with greece out eur weakens in near term and usd goes strong i guess re can slide to 575 and 60 lets watch for 17 th june,0
12,  gd morning  selling eurgbp  and looking for a reversal on the usdmxn,0
13,any little thing and the euro falls off a cliff look at a 15 minute chart of the eurusd  got rocked by the shorts,0
14,eurusd finally out of all my positions a pleasing week  109 have a good weekend in the sun all and a bh monday too,0
15,and here it goes eurusd back in negative territory,0
16,the fear is that eurusd rally into 127 and back into 124 should not happen in ny time then we see usdinr back at 55655605 on monday,0
17,took out eurusd load from 12585  will relong at levels 12525 and 12485 ,0
18,eurusd daily outlook may 25 2012 the eurusd pair has been falling day after day recently and it was only the 125 level that could ho,0
19,eurusd traded lower overnight and is now correcting these losses the short term trend is however bearish,0
20, eurusd may 25  bounces off support on italian promises euro usd managed to find support on low ground and bounce  http,0
21,sell usd on rallies today buy eur 12550 gbp 15653 and gold  1555,0
22,eurusd  still weak and selling short to 12300,0
23,eurusd has charted a minor new low for the year this has not been confirmed by the daily rsi and the market has not ,0
24,usd losing earlier session gains against jpy chf gbd and eur,0
25,usd losing earlier session gains against jpy chf gbd and eur,0
26,nb keep an eye on option barriers today cause we have little data to move the mkts usd 125 and 12450 usd 15625 and 156 ,0
27,im long eurjpy and eurusd but i dnt plan on being long for long  index still looks strong,0
28,eurusd correction into 1260012625 can push usdinr belo 5565 not belo 5525 exit shorts at 55505535 and look to buy at 55355525,0
29,usd more room for dside bears are targeting 12500 and 12450 levels   ,0
30,eurusd correction from 12514 lost steam at 12616 and looks good to extend for 12475 break there is dangerous for rupee,0
31, hey how are you i miss ya im long gold real and long the eurusd demo sl 12500if it goes lower road open to 119,0
32,ahhh yess last night some sexy wins for the eurusd and german dax index money money monnnneey,0
33, yeah got in eurusd at 1316 and have been buying in on the pullbacks now out of aussie yen got stopped out,0
34,intraday bias in eurusd remains on the downside for the moment and current fall should target 618 projection,0
35,the eurusd continued to weaken overnight and made a 23 month low against the us dollar on ongoing concerns about greece,0
36,even after 13 and 6 losses teras birthday account is up 23 in 24 days of trading 86 trade efficiency usd,0
37,the eurusd continued to weaken overnight and made a 23 month low against the us dollar on ongoing concerns about greece,0
38,the eurusd continued to weaken overnight and made a 23 month low against the us dollar on ongoing concerns about greece,0
39, yeah tlt hitting resistance from oct and eurusd underct jan lows could be a logical run em in area fuel for mkt,0
40,economy and the concept of profit newsgroup ukrailway hi everyoneeverybody should applicate this type of guidelines eurusd ,0
41,and the eurusd keeps going down it is at 12534 right now would have been up about 432 for the day today shorting it,0
42,happy i am up 517 pips gbpusd and 45 pips with eurusd both on short,0
43,ie why dont they just take all that money they are going to spend on property and just short eurusd simples,0
44,the next few weeks may see the eurusd trade back and forth on these polls which are divergent and seemingly random,0
45,closed the short eurgbp and entered long on gbpusd,0
46,  usd strength yes but notice that myr strengthening vs gbp and eur,0
47,usd always like this it would be very bearish bearish and bearish not a good ground for technical just sentiment hmm,0
48,usd wow the market seems sentiment and panic greek stay price down greek exit price down if the market behaviours always,0
49,we now expect the eurusd to trade up into 12750 its next hourly short and to back this up we have 15m longs that will take us there,0
50,in eurusd gt printed a new low then wham broke the shorts  pulled hwb long and up we go,0
51, i tend to keep my tweets eurusd and sampp for simplicity and because those markets are most reliable,0
52,eurusd 3 time break  signal at 87 but not confirmed i still square and ready to buy,0
53,so the hypothesis is they have to stabilize and strengthen euro here and silver  slv  will outperform fxe and gld eurusd see prev,0
54,the eur is a fantastic price today  we are selling  13328 gbp  16536 and usd 0448,0
55,daily signals on audjpy audusd euraud and eurusd all look good bearish for equity thats a daily signal,0
56,eurusd back at 126 and breathe,0
57,terrible morning took two 15 pip losses on the eurgbp and gbpusd but then bounced back with this nice 35 pip trade,0
58,    eurusd touched 125157 overnight and is now at 125644 will the floor disappear today,0
59,over all unwinding of long dollars at 56005645 and eurusd at 1255012475 has proved good there is no reversal of trend at this stage,0
60,eurusd now trying to move up  usdinr coming down as i take a brakeall in a days work and burning the night oil under subus voltas ac,0
61,solid rebound in usd and stocks as markets oversold look for tentative short position at 12595,0
62,eurusd is looking for 124 level after this look for strong rebound and this could happen next week,0
63,eurusd is in reversal mode from low of 12517 and looks good for 127 to provide relief to rupee towards 55805550,0
64,bearish eurusd as long as we trade under 12610 and i expect a decline to 12450 which is todays s2 level,0
65,db gt overvaluation bias in  usd little changed in contrast undervaluation bias in  eur against  usd and the jpy has increased ,0
66,and theyre off eurusd at new lows for the day under 12550,0
67,eurusd back on the lvl of july 2010 one way at moment and im on the window,0
68, nice one  i took 71 pips last night on eurusd and audusd,0
69, unstabilise again rt  and theyre off eurusd at new lows for the day under 12550,0
70, unstabilise again rt  and theyre off eurusd at new lows for the day under 12550,0
71,unstabilise again rt  and theyre off eurusd at new lows for the day under 12550,0
72,eurusd to lose steam at 1255012475 and bounce to 1270012825 while usd index stays below 8250 unwind eurusd shorts n usdinr longs,0
73, and theyre off eurusd at new lows for the day under 12550  cc   boom,0
74,and theyre off eurusd at new lows for the day under 12550,0
75,european setup pause the market quickly digested the post eu dinner comments and has since been painfully quiet eurusd essentially,0
76,  what effect will massive eurchf  snb intervention have on eurusd and other eur crosses,0
77,usd optionrelated buying and corp demand seen 1250025strong tech support  12522 july 13 low   ,0
78,gm all and gl today lots of mini data through out the day eur usd ,0
