,tweet,polarity_score
0,could look at the eurjpy or the usdjpy potential shorts and not the bermuda kind,0
1,eurusd what a boring trading day and a monday,0
2, i think 127 has been wave 4 and from here is wave 5 down i will sell rallys eurusd i am long usdollar,0
3, sorry for not answer earlyer i believe eurusd will   break 12440 from there we can see 123 and from there 120 midlle of july,0
4,i should probably short eurusd  current outlook bearish but monitoring  summit and  ,0
5,sampp fut off 9 and related currency crosses ugly with audjpy 15 audusd 3 usd strength distorting eurjpy 15 eur at 12498,0
6,usd 12500 option expiries and related delta hedging draw pressured all day however but bottom pickers noted   ,0
7,loans with profit greetingsthese two articles look similar eurusd remained above the significant 130 figure and currently ,0
8,now spain is down 3 and italy 33 to me they are already trading like emerging markets   ,0
9,it seems that eurusd will test 12000 and gbpusd will test 14000 level this month ,0
10,zloty holds up pretty well against eur and usd pretty unusual considering recent patterns,0
11,ayach gm abouteurusd i expect a bounce to 12558 short termmedium term 12630 and then drop to 12100,0
12,trend is bearish as long as we trade under 126 and thus i prefer short eurusd positions,0
13,eurusd is correcting parts of its overnight losses and will probably bounce to the 12530 area before trading lower to 12450,0
14,take my 20 pips and run gt banked 2505 usd ,0
15,eurusd into the buy zone of 1252512450 low of 12486 and shd prepare momentum for gradaul move into 12750 in due course,0
16,i once underline that if dow jones is below 13000 if eurusd is below 130 and if nymex crude is below 90 barrel,0
17,125 key for eurusd hold below and bears are looking for 12470s and then 12450 back above and hold means 12520s and 12550 eurusd,0
18,usd on the front foot as eur eyes stops through 12470 and 12450 jpy firmer but boj policy risk limits gains usdjpy stops under 8000,0
19,with no significant news release i expect eurusd to range for most of today going in tomorrow levels to watch 12600 and 12500,0
20,eursek spiked below the january support line usdsek returning bull and more so above 70325  ,0
21,asian stocks and the eurusd trades lower on monday as global and chinese growth concerns dominate sampp 500 future 055 ,0
22,market talk of stops in usdjpy below 8000 and in eurusd below 12500,0
23,jpy seems strong today selling usdjpy  eur seems weaker against usd selling eurusd and eurjpy,0
24,watching eurusd charts now show sell position continues to be dominant and profitable leaving me with a loss if sold  still holding,0
25,over all shd see consolidation at prepolicy level of around 55 and then tag on to movements in usd index and eurusd,0
26,welcome all new followers  trade leaders will be looking to focus on eurjpy and usdjpy this week,0
27,eurusd needs to take 12520 support for more downside otherwise upside into 12575 126 and 12625 becomes more likely,0
28,eurusd needs to take 12525 support for more downside otherwise upside into 12575 126 and 12625 becomes more likely,0
29,just bought a buy position in eurusd based on up pattern  in all of the chart timelinesthis is based on my criteria and may be wrong,0
30, gtgt elliott wave video analysis sampp500 eurusd usdcad and usdjpy  forexrazor,0
31,   sorry it is 15 m usd i got confused i use and hear all time euro thats why i wrote eur unintentionally,0
32,anyone who has followed me knows i lost heavy gambling with eurusd instead of investing   cockiness destroys fortunes and confidence,0
33,omg i closed the eurusd trade and lost 1114007   yoko naaa,0
34,the swedish retail giants eur 15bn deal fails to buoy inr rising demand for usd and redemption pressures on india inc complicates matters,0
35,bloomberg spent all week talking about eurusd thank you usdjpy and goodnight  gary comey ,0
36,bloomberg spent all week talking about eurusd thank you usdjpy and goodnight,0
37, what r ur thoughts on eurusd short and long termkeep the scores comming in on the euros,0
38,need an houtly close above 12570 eurusd and 1325 sampp then we should be ready to move up in all markets,0
39,now about to break today highs again probably this time will drive audusd also with it and the eur please ,0
40,despite eurusd nosedive from 1258085 area 1251820 area kept expect next move to be driven by sampp nzdusd and audusd all pointing up,0
41,closed eurusd 129 pips  was under water all night and recently surfaced to around 27 closed it early ahead of weekend chickenedout,0
42, sorry about that we expect a eur p originated and signed mou with banking otherwise all our usd p will reject it,0
43,fxtrd yes i got fileled 12520 overnight in eurusd and i just bought 12564 in the euro futures,0
44,usd moves higher on  widening collateral pool to include auto loansleasingconsumer finance and certain commercial mortgage abs,0
45,eurusd on the move herehighs of the day and breaking out,0
46,eurusd pressing on 1253 for 18 hours avoiding the big and needed 1250 test that level needs to hold to avoid another equity whoosh,0
47,new entry 2535 gt longed eurusd and will do 2485 on top ,0
48,i buy eurusd and gbpusd tie stop last lows trying to get a bounce here toward 12600 or 12700 will seewhat we know we are at support,0
49,off heavily into nyc close  ifo  9am and a minieuropean summit are ones to watch today eurusd 1262040 resi and 12520 12460 supp,0
50,morning all looking at the market today and seeing triplets eurusd gbpusd and aususd trending the bloody same,0
51,eurusd has now completed the 1252512750 buy the rumour sell the fact range pre and post fomccontd,0
52, jamie hard to believe usdjpy will rally after a 250 point drop in dow i think they will be heavy atleast in asia and eur,0
53,holley agreed about charts story and usebut behind of these nice charts eurusd someone from white house is not smiling too much,0
54,focus on ez peripheral credit markets eurusd and esf 9 straight hourly declines events more us data parsing next week and eu summit,0
55,exit both eurusd and gbpusd do to fundamental situation,0
56,market is selling eur aud and etc vs usd is usd a safe haven really i dont think so this is an another game of money wind talkers,0
57,eurusd  10 will be better for several euro zone contris to increase their gdp and lower unemployment ratemaybe next year it will be,0
58,i am long the usd against eur gbp aud nzd chf cad sek nok and dkk not the jpy unfortunately will add on pullbacks ,0
59,usd if the price fall below 12400 it would be ignore wedge triangle of consolidation and faster bearish resumption moment,0
60,usd watch today closing and this weekend daily price if chart represent valid data we will see bearish resumption,0
61, i mean bearish wedge seen in us tsy which could boost eurusd and equities have a great day,0
62,took 20 pips on eurusd and 11 pips on cable for 31 pips running total today now 83 pips,0
63, what a relief are snbs fx holdings in eur and usd an asset or a liability  fitch reaffirms the swiss aaa,0
64,sold eurusd at 50 and cable at 73,0
65,and please move a bit also eurusd etc etc im about to fall asleep otherwise ,0
66,eurusd to 12500 and audusd to 10000 now,0
67,took 21 pips on eurusd and be on cable so 53 pips running total today so far,0
68,went long again on eurusd at 73 and cable at 18,0
69,took 12 pips on eurusd and 20 on cable for tot 32 pips quick trades,0
70,ok ladies and gents lets make some dough lets trade the euro our friend long eurusd from 12658 and eurjpy from 10074,0
71,went long eurusd at 12671 and cable at 15710,0
72,wow the second europe opens they get their fill  12550 and boom  up 20 pips eurusd,0
73,   1266 plummets following  and horrid  flash pmi reports   ,0
74,the feds decision to extend operation twist and to implement nothing more has left eurusd struggling to break 12700 and usdzar,0
75,eurusd is grinding lower in the 12680 region ahead of key pmi results in germany france and the eu,0
76,eurusd  1272512825 bearish at this level towards 12630 and short term channel support trading above 12746 would trigger a move to 12825,0
77, usd 12650 12700 vanillas expire also 12600s and 12700s,0
78,short on gbpusd  15676 and eurusd  12680,0
79,european session june 21eurusd  12615 and up to 12730gbpusd  through 15645 to 15576audusd  102253usdchf  09424,0
80,12750 on the eurusd stayed safe and to stay in consolidation mode at 125501275 with bias into the lower end for extension into 122,0
81,eurusd sets postfomcreaction range between 12635 and 12740,0
82, if qe3 seen as not improving economy and eur falls on euro woes could not equities be taken down with it qe3usd fallstbt,0
83, well looks like this may indeed be the high of the eurusd extended twist and we cant stay up bullish retracement looks over,0
84,the eur continues to stabilise and opens at 127 against the usd supported by news that european bailout mechanisms efsf and esm,0
85,the eur continues to stabilise and opens at 127 against the usd supported by news that european bailout mechanisms efsf and esm,0
86,the eur continues to stabilise and opens at 127 against the usd supported by news that european bailout mechanisms efsf and esm,0
87,another 80 pip dip and rebound on eurusd currently hugging that 2700 level for the billionth time heads or tails,0
88, stimulus for gbp doesnt necessarily mean a selling pressure see usd and eur gbp more neutral nzd is more risk sensitive,0
89,divergence on daily chart for eurusd is suggesting euro is running out of steam  and ripe for shorting,0
90,yen extends losses against usd and eur,0
91,profit and reverse short on eurusd at 1277582,0
92,selling eurusd audusd cadjpy and buying usdcad all at market  pretty sure were going to get risk aversion after press statement,0
93,if you were brave and shorted usd at 12700 hold positions with trailing stop around 12676 and see if 12630 breaks,0
94,first profit in eurjpy hrn gbpjpy amp usdjpy recovered loss and locked in some profit will close shortly prior to fomc,0
95,watch eurusd and gbpusd cross pairs with the eurjpy and gbpjpy,0
96,fill usdjpy at 79r audjpy at adr qualified gbpjpy and eurjpy,0
97,still sitting in my usd long vs the yen and waiting on snb intervention to raise floor on the eur,0
98,small trailing stops below 12695 in eurusd now eurusd stalled ahead of yesterday s 12730 and profittaking is setting in trailing s,0
99,my eurjpy gbpjpy audjpy and usdjpy moving big time 478 pips total moving stops  215 pip totalmy eurusd long at be from 12566,0
100,greeks form a coalition govt and agreed to stay in the eu and push through the bailout requirements  eur usd fx,0
101,futures and crosses mean little on fed days sampp up 2 01 to 1352 13581360 res most correlated crosses up 02 eur 127 usd 8129,0
102,after a 11pip loss because of impatience i did a quick scalp long eurusd and audusd for 22 pips total,0
103,greece has reportedly formed a coalition govt how will this effect gbpeur and eurusd y not call us to find out,0
104,bis and acb selling eurusd,0
105,eurusd outlook and trades to make for longs only if it moves above 12720 and shorts if it falls below 12650  more on next tweet,0
106,still long eurjpyeurusd audjpy gbpjpy usoil short usdchf and usdcad,0
107,as long as  light crude remains below 90 even 100 and eurusd remains below 130 to await significant ups comes me a little bit uthopia,0
108,gbpeur hovering  12399  commercial spreads sit between 12338 and 12250  so still attractive eurusd 12680,0
109,  what is your out look for eurusd and gbpusd for today ,0
110,eurusd plan your next trade risk reward 31 and wait key point money management just talking to myself patiently,0
111,the fed at 1815 gmt so will look for another high in audusd nzdusd sampp amp eurusd to flatten all long positions and enter short eurusd,0
112,eurusd has nicely played endtoend of 1255012750 and expectation buildup ahead of fomc has already triggered buy the rumour rally,0
113, hi oriel can you feature eurusd gbdusd and the effect of stimulus of us to usdjpy,0
114, similar looking setups in the eurusd and other risk pairs,0
115,if 4hour and new york closed eurusd under 12690 with a bearish rejection pin bar market should regain selling in asian hours again,0
116,closed 12 long eurusd eurjpygbpjpy  audjpy  and short usdchf  345 totalother 12 at belong usoil long usdjpy,0
117,eur more attention is being paid to the guardian article posted with moves higher in eurusd and the recent pulloff in bund futures,0
118,eurusd amazing moveadding to my splendid short at 128 and 129target the same old nice one 118s usd,0
119,remember i had mentioned using 2 time frames to get better fills  so on eurusd i use the 60m and a range chart,0
120,even if market should continue higher i still have nzdusd sampp and eurusd ,0
121,eurusd showing thrust and testing 127 resistance for the second time,0
122,eurusd came above 1266570 and still running  no hurry to sell anything 4 the time being ,0
123,next target 12832 and after that price behaviour in the 1291212950 area will dictate the future for the eurusd pair,0
124,stops move to be stops free  long eurusd at12580 short usdchf   long eurjpy long audjpy long gbpusd and long gbpjpyall free,0
125,markets react positively on expected coalition deal  at the end of the week usd up and  interest rates down,0
126,   eurusd and jpy        ,0
127,so far eurusd 60minute pattern is doing fractal of 610612 predicts undercut and buying op near 12555,0
128,update eurusd technically speaking only the high we saw sunday night is the may 18 low at 12667 and he low seen in january,0
129,attention fx news eurusd technically speaking only the high we saw sunday night is the may 18 low at 12667 and he low seen in january,0
130,news now eurusd technically speaking only the high we saw sunday night is the may 18 low at 12667 and he low seen in january,0
131,currency news gtgt eurusd technically speaking only the high we saw sunday night is the may 18 low at 12667 and he low seen in january,0
132,breaking news eurusd technically speaking only the high we saw sunday night is the may 18 low at 12667 and he low seen in january,0
133,german zew economic sentiment 169 vs 38 exp and zew economic sentiment 201 vs 57 exp eurusd in pressure,0
134,db euro now perceived mildly undervalued against all major curren  aud amp jpy  also stretching overvaluation bias versus both usd and eur,0
135,entering three eurusd long positions from 12610 profit target at 12650 and 12670 stops at 12578,0
136, and now for the realization that europe opens in a few hours  there goes the eurusd right on schedule,0
137,i know many people are long on usd but unless it breaks 126537 i still see the downward trend and maybe sideways move for now i wait,0
138,captured 170 from usdjpy puts and 670 from eurusd shorts a good short indeed,0
139,feel eurusd is delicately poised a close above 12668 and go long a close below 12555 and go short hard to pick given fomc,0
140,both happy and sad  1 usd  5606 inr 1 eur  706692 inr,0
141,eurusd has completed endtoend of 1255012750 range high of 12747 and low of 12556 now 1266012675 shd hold for 1245012425,0
142, if the euro crisis drifts to a recession theme from fears of an epic oneoff rupture its possible for usd to rise vs jpy and eur,0
143,you know its going to be a volatile week when  only provides one trade and  doesnt support it usd,0
144,today was a frustrating day heres to hoping that tomorrow is better oh and i really hate money eur cad amp usd,0
145,overnight developments nil eurusd lower risk moderate es  gc and si all steady on qe3 hopes still no govt in greece,0
146,i really wanted to short audusd and nzdusd but they look ready to break out to the upside they re lead indicators for meeur may hold key,0
147,closing out the eurusd trade at 1257 for a gain of 20 pips  not the best trade and the trend shows more bearish  just dont want to hld,0
148,us markets are not convinced over greek election  more woes in spain i closed eur usd  position yesterday and aud jono,0
149,according to the analysis of the usdcad and eurusd trader profited on a binary options platform,0
150, failure for the usd to break and hold above the 12600 could spark further moves to the downside i feel,0
151,eurusd is to revisit 127 soon in less than 48 hours and c oil to go more than 84 soon also,0
152,little by little audusd amp nzdusd recovering day highs  i remain bullish also on eurusd and n stock indexes as well ,0
153,have a good evening all made my pips in eurusd audusd and gold today  went long csco via options and added to my uvxy core stay safe,0
154,a new high in audusd and sampp about to stabilize above 1338 eurusd keeping above 12558 618 ppicture not bad imo,0
155,nice upside reactions on audusd nzdusd sampp and dj of course eurusd will lag behind ,0
156,bought eurusd 12598 and nzdusd 07895 all in ,0
157,still short eurusd and silver sell rallies,0
158,successful trades on june 18 2012 according to the analysis of the usdcad and eurusd trader profited on a binary options platform,0
159,eurusd who would have thought below 12600 after nd elected in greece spain is the real deal and italian banks are just as bad usd,0
160,so i am a 12600 eurusd and 7950 audjpy buyer,0
161,so i am a 12600 eurusd and 7950 audjpy buyer,0
162,good morning i am interested in a buy on cable and eurusd tdy if cable holds126 and eurusd holds 156,0
163,traders are bearish on eur and bullish on jpyinothe view on cadgbpusd is split,0
164,eurusd reverses most of its earlier gains and is now trading below 12660,0
165,eurusd reverses most of its earlier gains and is now trading below 12660,0
166,eurusd reverses most of its earlier gains and is now trading below 12660,0
167,breaking news eurusd the market has made some gains after the greek elections and continues to rise from the extreme oversold levels,0
168,news now eurusd the market has made some gains after the greek elections and continues to rise from the extreme oversold levels we,0
169,update eurusd the market has made some gains after the greek elections and continues to rise from the extreme oversold levels we saw,0
170,currency news gtgt eurusd the market has made some gains after the greek elections and continues to rise from the extreme oversold levels,0
171,attention fx news eurusd the market has made some gains after the greek elections and continues to rise from the extreme oversold,0
172,especially hedge funds they are the major losers and its them who are selling eurusd into strength the seed of doubt is often stronger,0
173,eurusd sprang to 127 at the open and has continued higher to 12740 the australian amp new zealand dollars are trading at 5week highs,0
174,mid east sovereign a noted buyer of  and the corps were quick to sell the postgreek election rally in usd  ,0
175,eurjpy rallied thru 10030 tracking higher eurusd and usdjpy watch 9850101 now with bias for test higher into 1030010325,0
176,pro bailout parties win greek election gold down 5 at 1622 oil and eurusd up,0
177,impressive short covering earlier on eurusd but now retraced back at 12707 i think it may fall below 1270 and go back to friday levels,0
178,the usd is weaker across the board with the audusd up to 101 this morning recent lows have been under 096 and the eurusd at 127,0
179,the usd is weaker across the board with the nzdusd up to 07920 this morning recent lows have been under 075 and the eurusd at 127,0
180,the usd is weaker across the board with the audusd up to 101 this morning recent lows have been under 096 and the eurusd at 127,0
181,eurusd 127 greece in euro 2012 and still in euro zone it was greek weekend,0
182,usd traders say stops are done and leveraged players have sold the move abv 127   ,0
183,radicals in greece are out because of turning down conservative offer for coalition another time for sticking eu and eurusd trend,0
184,betonmarkets analytics eurusd faced strong resistance from 382 retracement of 13283 to 12287 at 12667 last week and turned sideway,0
185,id tweet a eurusd quote only  with come down like a ton of bricks and probably rightly too,0
186,usd would move higher towards 12740 and risk assets would rallyif new democracy will win over syriza   ,0
187, hello what is your forecast for tomorrow for eurusd and nzdusd,0
188,anthony robbins bullish on gold  faber and bass his financial  todays am fix was usd 161900 eur 128983 and gbp 104465 per o,0
189, speaking abt tops am looking for a top on monday in the equity market and its positively correlated to the eurusd,0
190,usd just check the obv vs rsi and price chart base on daily close the obv flat rsi incline price incline continue,0
191, so who guessed closer to the eurusd close and what did u consider futures or cash,0
192,whos got trades on to bet on eurusd and vix after greek elections,0
193,cftcs cot data today out in 75mins should be rather interestingcurious to see how last wednesdays rally impacted aud eur and usd,0
194, may i ask your opinion on placing 2 trades eurusd one short and one long with 10 pip stops and open targets,0
195,blink and its changed gbp rates eur 12357 usd 15580 aud 15529 cad 15972 chf 14842 jpy 12259 nzd 19819 ,0
196,1 or less from 2012 highest close usdcny and chfeur  ,0
197,eurusd technicals bearish for next week and ranging,0
198, and what do you suggested on trading eurusd,0
199,martinfx sell eurusd it has to be the only call and if you have nerves do that late on friday,0
200,long and short  same time eurusd  2000 gmt1 stoploss 50 pipstake profit 200 pips casino,0
201,helped by us qe3 speculation and positive greek polls eurusd recovered from a day low of 12543 to hit a high of 12620 by late afternoon,0
202,eurusd should come back and test at least the break point of 12620,0
203, will form an austerity govt and as a thank you the ecb will flood the market with liquidity and conduct another   eurusd 133,0
204,closed all my trades for huge profits check my tweets longs eurusd eurjpy longs gbpusd and nzdusd  no trades for the we,0
205,rumors since the morning  market talk of stops in eurusd up at 12675 and 12700  unconfirmed ,0
206,waspada market talk of stops in eurusd up at 12675 and 12700  unconfirmed,0
207,mkts upbeat ahead of greek election  poss fed stimulus eur bid given debt concerns and usd weak across mkt play day trades go into we sq,0
208,mkts upbeat ahead of greek election  poss fed stimulus eur bid given debt concerns and usd weak across mkt play day trades go into we sq,0
209,anthony robbins bullish on gold  faber and bass his financial  todays am fix was usd 161900 eur 128983 and gbp 104465 per ,0
210, what triggered the 35 pip move in 10 minutes on the audusd and eurusd  the es futures also had a 1 move at the same time,0
211,why are both eurusd and sampp 500 going up at the same time,0
212,open buy position in eur  usd and sales in the usd  chf,0
213,eurusd rose for a third day and recently hit a high of 12617 even as euro zone troubles are far from over,0
214,selling eurusd from 12601 stops above 12625 profit 12575 and 12560,0
215,anthony robbins bullish on gold faber and bass his financial gurus todays am fix was usd 161900 eur 128983 and gbp 104465 per ,0
216,usd 12600 is holding the market at bay currently looking for a breaktest of 12630 and beyond,0
217,shorting eurusd and silver,0
218, ha ha hawell i hope you can get your 2622 or higher the twdjpy correlates to the eurusd me and the wife going to japan mon,0
219, hmm can we short both eur and usd as both are doomed,0
220, reason being is you could just buy usdchf and buy eurusd and be in a eruchf long,0
221,aud amp eur v jpy and usd both hit morning lows about 30 mins ago but still no follow through needs to happen for selling to recommence,0
222,update eurusd rose further yesterday topping at 12609 and then closed at 12573,0
223,currency news gtgt eurusd rose further yesterday topping at 12609 and then closed at 12573,0
224,breaking news eurusd rose further yesterday topping at 12609 and then closed at 12573,0
225,attention fx news eurusd rose further yesterday topping at 12609 and then closed at 12573,0
226,news now eurusd rose further yesterday topping at 12609 and then closed at 12573,0
227,i apologise it makes sense now merkel is short the eurusd and long periphery cds you need to declare these trades love,0
228,eurusd 12550 is offering some support but price can very easy slip under this level and reach 125,0
229,but the larger degree trends are still down in eurusd gbpusd spx and ndx,0
230,kailan pa naging usd and eur currency spelling pa lang magkaiba na hay they are not helping at all ,0
231,we believe that gullops show new democrasy party for 30 and syriza for 27 in that case eurusd will go up,0
232,eurusd up to 128 and them go down to 120 maybe,0
233,sell stop eurusd at 12554  40 pip profit target and 40 pip stop loss  60 chance of success,0
234,my latest forecasts for eur chf jpy gbp aud and nzd including trade of the day eurusd  are now available from trlnetnz,0
235,3 notches and little impactit tells you much about how bearish mkt exp are when 3notch downgr of  pushes eurusd only 15pips lower sg,0
236, yes dale  spot  eurusd and then futures are the 6e ,0
237, long spanish 10 years and short eurusdwhat do you guys think smart way of looking at it,0
238,hammer  and for the time being eurusd etc are telling me risk is on the upside ,0
239,hello jamiei usually follow my trading plan and in 80 cases wintoday i follow you short eurusd at 12540 and i loose,0
240,sampp fut 5 but correlated crosses are positive and kospi was positive audjpy 05 audusd 2 eurkpy 08 let the games begin,0
241, hell no long from lower in eurusd tho and audjpy buying would be chasing here ,0
