,tweet,polarity_score
0,325328 eurusd under pressure gold still flirts with 1600 us stocks will be mixed due to economic data and more noise from europe,0
1, rite il leave u b and await ur trade tweets thru nighthave a good day amp thx again nick luks like eurusd idea dead lol,0
2, hi bhavik do you think its right price to enter long again or wait for more pullback on both eurjpy and usd jpy,0
3, im long eurusd 2855 and long usdjpy  9399 looking for bounce to calp,0
4,eurusd since the feb 15 low selling 236 fibo 5x from the 13710 high has been  a simple yet elegant and extremely effective strategy,0
5,after the initial euphoria for reaching a deal and averting an outright bankruptcy money flows out of eur and into jpy aud usd silver,0
6,right now looks like called the low and caught the low gtgt eurusd long at 12829 got activated  ,0
7,as expected this morningthe eurusd broke the support and here we are below last weeks lows right now trading at 12833 and counting,0
8,adrs updated with notes reversals trades and i am done today with the eurusd maybe everything cyprus and speakers finalwrap up next,0
9,spx following eurusd fairly closely today it broke to lows about 10 mins ago  spy new low watch 15424 15460 and 15538,0
10, my trade got stopped out hindu god of pips is not with me eurusd and usdjpy also got stopped out,0
11, its the only reason i have my bank austria account  transfer cost are bit high 40 usd on their side and 20 eur on my side,0
12,by 2015 we expect eurusd  110 usdjpy  115 and audusd  085 most em fx will weaken deutsche bank,0
13,eurusd jumps to 13047 as cyprus and eu agree on a draft deal,0
14,eurusd broke the support and therefore most likely last weeks lows coming up,0
15, so if the usd is no longer where does liquidity go neither gbp and eur are really great currencies to get stuck into thanks,0
16, its a good setup but its been very strong today barely registered the sell off in eurusd and equities,0
17,short positions in eur and gbp against a long position in usd dominate the portfolio,0
18,fgbl around 14425 so far gt eurusd back sub 12970 at 12958 and soon dax coming back a bit ,0
19,just did on eurusd  as long as a stock is acting right and the market is right do not be in a hurry to take a profit,0
20,watching eurusd give back gains as investors pick apart cypriot bailout austerity shock and end of cypriot business model ,0
21,most of the bailout rally now faded es 4 56 traded 5975 and eurusd nearly flat at sub 130  we used to get a much bigger kick x,0
22,eurusdoptions 1290050 and 13000offers 1305075 and 13100bids 12980 gbpusdoptions 15000 15100 and 15200offers ,0
23,levels to watch today eurusd option 1290050 and 13000 offers 1305075 and 13100   bids 12980,0
24,eurusd just below 13 again and looks like may get a pop up here back to 13040,0
25, we need usd eur and jpybitcoin pairs,0
26,we took our profits in eurusd futuresnow we watch and wait,0
27,with  held by the throat you dont expect to see  in eur step off the kerb while usd and gbp spike what gives,0
28,25 mar 2013eurusdbuy at 12900 and gbpusdbuy at15238,0
29,eur rose against most of its counterparts after an accord was reached up 035 vs usd and 082 vs jpy,0
30,weekly forecasts dmp matrix places eur gbp in possible retracements versus usd yen and aud all this contingent on cyprus crisis solution,0
31,eur rose against most of its counterparts after an accord was reached up 035 vs usd and 082 vs jpy,0
32,dailyfxteam eur rose against most of its counterparts after an accord was reached up 035 vs usd and 082 vs jpy,0
33,euraud hits highs 12477 eurjpy 12375 eurusd 13048 and eurgbp 08554 after cyprus deal agreed in principle ,0
34,eur rose against most of its counterparts after an accord was reached up 035 vs usd and 082 vs jpy,0
35,usd and eur arent so bad are they rt   did you run out of money did you short sell our  ,0
36,mhuddleston are we always suppose to inverse the eur and the gbp against the usd how do you know which way it will fail,0
37,folks every chart i posted today price hit the target and found resistance even  spygbpusdeurusd eurjpy,0
38,eurusd will close the monday opening gap and then down down down,0
39,result of the week on demo account with eurusd and eurjpy 346max drawdown 15,0
40,6ef folks what was the high on eurusd and where did our system have it as a daily target and resistance our system give us 1 level not 7,0
41,not today my friend  eurusd still has another 85 pips to rally and it will do so i wonder what news will cause that,0
42,eurusd still has another 85 pips to rally and it will do so i wonder what news will cause that,0
43,omg whats going on in the currencies again things going on better in us usd down nothing seems fine in eu and uk eur and gbp up ,0
44, and how many are hoping for a gap close on eurusd because they bought the ramp up last friday wait is it friday today,0
45,next week we looking to enter in dips at eurusd  gbpusd  nzdusd 50fib last legs and short usdchf,0
46,eurusd  12986 stay tuned and wach the weekend risks,0
47,usd stops at 13010 more at 13020 pair just burst through 200hma and sell orders at 1297080,0
48,along these lines we expect rallies in the eurusd and other major currencies to remain limited until there is a resolution,0
49,along these lines we expect rallies in the eurusd and other major currencies to remain limited until there is a resolution,0
50,goodbye eur forever hello more aud cad sgd hkd and to lesser extent usd chf and nordics in that order also phys gld slv,0
51, i do love a bit of nzdchf or audcad action dont trade eurusd that often but gbp and aud my specialties i guess,0
52,joshi i have on eurjpy and usdjpy long on both of them,0
53,usd is completely ridiculous theres no logic to its direction today  needs to crash and burn sorry   ,0
54,and there goes eurusd,0
55,tense situation in cyprus and weak ifo figs doesnt seem to effect the eur so far eurusd back above 200 dma  key supp at 12875 ,0
56,eurusdthe downward pressure on the pair is likely to increase as we head into the weekend and the 12850 support line may tested,0
57,the eurusd pa is ominous and i still like this as a giant compression down which will snap back so hard that it will bite everyone,0
58,eurusd 12845 if cyprus banks fail to get a deal ive set my order lets wait and see,0
59,very little movement on both eurusd gold ans indexes today will most likely be difficult to trade as its friday and cyprus rumours,0
60,audusd is now open and currently 10 pips up eurusd still looks very tempting but both eur and usd are under pressure ill stay out,0
61,successful trades on mar 21 2013 according to the analysis of the usdjpy and eurusd trader profited on a binary options platform,0
62, currencies dont have a morality if they did usd and eur have blood on their hands i just call it like i see it,0
63,eurusd sub 129 gteurobundfuture 57 and dax 7920ies gtifo at 1000 and ltrorepayments at 1200 cet tom    ,0
64,eurusd tight ranges enter tops and bottomstight stops with cyprus could leap either way at any announcements caution,0
65,ireland uses the euro currency and the exchange rate as of right now is 100 eur  129129 usd  ,0
66,citi englander the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order,0
67,citi englander the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order,0
68,the eurusd according to our technical analysis should move within the next 4mths between a high of 13170 and a low of 11750,0
69,to be honest on the bigger tf 4h the eurusd looks like compressing in time and price almost as much as the aud did beforewhat happene,0
70,anyone know why finspreads charts show zero data between 0905 and 1000 am eur usd  gotta laugh at this shit,0
71,exit  point is possible in eurusd         eur jpy and gbpjpy,0
72,fx space the kiwi is the strongest performer in g10 after much better gdp aussie gbp and jpy are also higher eur weaker usd mixed kb,0
73,rt eurusd  12939 is a nice value for the  of the  and we should try to get 1013 nethour   ,0
74,eurusd technically  we have very nice bullish pattern but unfortunately the rumors and news drive the market now,0
75,eurusd forms strong sup at 1291512930 and 1283512850 to retain its mildly bullish undertone for 1298513000 ahead of 1308513100,0
76,china amp bernanke tradesstill long xau and eur vs usd eu having lehmann moment wcyprus but banksters win in the end,0
77,fed boj and cyprus keep eurusd eurgbp usdjpy in play  so we deal with a manipulated market or not currency wars stimulus qe down,0
78, market cap gt  700 million usd  the end of capital control confiscatory taxes and inflationary taxing     ,0
79,short eurjpy could be a play with more cyprus chaos tomorrow and usdjpy at big resistance level aswell as the stock market,0
80, miss the point much they can print more usd nobody can print more btc whenever they want it is also compared to eur and cad,0
81, a european country keeps its banks shut till next week and there is no panic on     ,0
82,a lower cat n copper n eurusd was the basis for some of my short theory they both did and continue to do as expected yet mkt doesnt,0
83,adler  flt to safety for usd but bearish on eur econ and us co with exposure no,0
84,happy first day of spring to celebrate we are selling the usd  10434 eur  13726 and gbp  15942   ,0
85,  gbpeurusd forecasts for  and ftse a head of todays budget can we expect further falls for sterling,0
86,since usd has gained a lot against eur and now its time to see bullish eurusd with target of 131 in horizont starting from tonight fomc,0
87,where has everyone gone that said gap traders going to do their arse and a break of 2875 is curtains for the eurusd,0
88,cant wait to see u handsome and stroopwafels rt  eurusd rate going down the drain good news for american travelers to europe,0
89,eurusd up possibly on austrian finmin comments and possibly on the fact everyone has sold the break of 12875,0
90,the main item on the agenda is the eurusd and it shall remain so for now,0
91,usdzar now just shy of 92829 postcrisis high and at risk from cyprus the eur electricity shortages and changes in monetary policy,0
92,usdzar now just shy of 92829 postcrisis high and at risk from cyprus the eur electricity shortages and changes in monetary policy,0
93,successful trades on mar 19 2013 according to the analysis of the gbpusd and eurusd trader profited on a binary options platform,0
94,now that they cancelled the cyprus seizure will it be the 1st to default and get kicked out of the   may be a good time to short eurusd,0
95,buying risk ramp into fed minutespresser slated for wed afternoon  long  crosses and eurusd  ,0
96,dhiren sarin barclays chief technical strategist asiapac eurusd may drop towards 12660 nov 2012 low and possibly the 125 area,0
97,eurusd long pending for 12835 and adding at 12785    ,0
98,hav nicemy long audusd and eurusd are beautifulknow lets see gold,0
99,jumping on the sell train of eur usd this cypress situation has more weight than one might figure and if they bail from eur trouble,0
100,what do my flight to  and eurusd have in common both are  im keeping my boarding pass and my  euros,0
101,rtchr the decline continues to exchange markets eurusd     and  thieves,0
102,eur usd very heavy and taking usd jpy down with it  closed buy position looking to enter sell  9480,0
103,the decline continues to exchange markets  eurusd     and  thieves,0
104,and here goes the 200 sma daily on eurusd crashing downside,0
105,and here goes the 200 sma daily on eurusd crashing downside,0
106,eurusd  bid below 12900  and dropping,0
107,eurusd breached 12900 once again esf broke 1542 easily as well tffymfnqf and all others following pursuit another fun day,0
108,a top 4 global fx trading banks weekly flow report reveals decent sales of eur last week vs chf gbp and usd,0
109,bbg headline eurusd drops as european stocks post sudden decline  bofa confused  isnt the fed and ecb backstopping everything,0
110,the eurusd tracked lower on tuesday as cyprus fails to renegotiate the bank deposit levy and struggles to secure the eur 10b bailout,0
111, mistakemessy to compare eurusd deposits but not a big problem with similar interest rates and inflation rates,0
112,eur usd watch for a close of the gap 13075 needs to be reached at some time have a consolidation between 12995 and 12919 break needed,0
113,some eur selling herevs usd and gbpmacro in eur and retail in eurgbp12935 08560,0
114,i would be surprised if we do not close the gap on eur usd to be honest and just crash to new lows a spike is in the books also,0
115,a great week for my friends and i peace be upon allproductive one to all traders around the globeusd,0
116,eurusd  takes a breather and settles around 12960 eurusd for tuesday march 19 2013the euro has settled well after its strong ,0
117,  do you believe  is going to continue pressuring markets and usd rate today too ,0
118,  do you believe  is going to continue pressuring markets and usd rate today too ,0
119, oversold gbp could benefit vs eur and usd if markets fear cyprusled bank runs could escalate  ,0
120,eurusd needs to break 12875 before it can fill that gap how else is it going to get all the weak hands to stop out and short,0
121,im short usd and eur vs after the gap close but am reconsidering,0
122, hi murtaza in neals webinar today do you know where did he place his target and stop for eurusd trade,0
123,members daily trade recap video posted and available now re mounting evidence that eurjpy gbpjpy and usdjpy have finally topped out,0
124,eurusd and audusd both starting to weaken now but jpy remains weak which tends to be bullish for equities,0
125,got kicked out of my eurusd longs and im not going to revisit it for a while given this clear divergence between eurusd and xauusd,0
126,ubs revises down eurusd forecast to 13000 in april and 128 in june,0
127,fx flow shows that although eu was sold usd was not bid as most of pair trade was selling eur and buying chf,0
128,ubs cuts 1month eurusd forecast to 13000 from 13700 and 3month forecast to 12800 from 13000,0
129,ubs cuts 1month eurusd forecast to 13000 from 13700 and 3month forecast to 12800 from 13000,0
130,if the results are successful we will be switching the robot on a graph of the real account with eur  usd between one week and one month,0
131,square im monitoring eurusd and usdjpy right now gbpusd is in question if eurusd will follow my thoughts so i will buy but,0
132,big news coming out of the stock market today seen rallys from the ftse barclays and eurusd if you want to trade on these contact me,0
133,traders are bullish on usdnokino and bearish on eurgbpaudczk,0
134,session recap cyprus all over the place and eurusd below 129,0
135,after elder brother yorgo younger brother yorgo also went bust and now eurusd is below 130 again,0
136,as to my position i am long eurusd and got long on the open last night i know from the last 4 years of stats on gaps,0
137,square hi seb we have nice gap on eurusd and usdjpy still going down,0
138,usdzar under renewed pressure as eurusd tumbles after the cyprus bailout the pair should open at 921 and head north towards 928,0
139,session recap cyprus all over the place and eurusd below 129,0
140, weakened vs  and  after euroarea finance ministers agreed to an unprecedented tax on cypriot bank deposits ,0
141,nikkei falls most in 3 weeks yen strengthens against eur and usd guess someone is reading our tweets after all  lol ,0
142,i wonder how long till usdeur and gold price reflects this,0
143, sara interested in why the usd and eur act so differently in contrast to similar measures taken by their central banks,0
144,eur usd 13055 to 12895 within 1 hour and it starts,0
145,dailyfxteam jpy advances against all if its major counterparts rising 113 versus the eur and 056 versus the usd,0
146,jpy advances against all if its major counterparts rising 113 versus the eur and 056 versus the usd,0
147,jpy advances against all if its major counterparts rising 113 versus the eur and 056 versus the usd,0
148,the russian ruble is up against eur and even usd people expect some of the russian offshore wealth in cyprus to move back to russia,0
149, is super solid with those usd rates ela cancellation ll be postponed and talks will continue europe,0
150,us dollar trading higher gold amp silver up  and eurusd down hard 139  we may see 128 on the eurusd this week,0
151,great trade on usdeur best i have ever done and made great start to week,0
152,1282812830 next near term small support for eurusdwe need urgently the whatever it takes man giving a statement and throw some sugar,0
153,eurusd resetting at opening gap down and failed,0
154,i called a strong usd over cad or eur over a year ago and collapse of gold  ,0
155,steven englander said earlier the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that order,0
156,steven englander said earlier the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that order,0
157,reaction to cyprus news is relatively muted with eur itself taking a good hitbig gaps in commods vs jpy pairs opps and usd still hanging,0
158,usdjpy and eurusd gapped down to some major demandshmm taking some risky risk here,0
159,euro dollar getting crushed as it opens for trade below 130 and down 15 eurusd,0
160, trading 12930 eur due to fall and usdchfjpy all to gain with opening in australiatokyo,0
161,rt eurusd  13080 is a nice value for the  of the  and we should try to get 1013 nethour   ,0
162,im gonna go out on a limb here and say that news flow this weekend could lead to eur weakness  zar strength but also usd strength,0
163,the developments in  will lead to eur selling and usd chf gbp nok and sek buying in that order citi,0
164,curious to see the  effects on the market tomorrowgoldusdchf up and eurbanksspainitaly down not sure about aex first down,0
165,cyprus fallout will lead to eur selling and usd chf gbp nok sek buying in that order possible significant back up in spreads  citi,0
166,the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order ltgt cot for chf and gbp supported,0
167,the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order ltgt cot for chf and gbp supported,0
168,cyprus fallout will lead to eur selling and usdchf gbp nok sek buying in that order possible significant back up in spreads  citi,0
169, citi englander the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order,0
170, citi englander the developments in cyprus will lead to eur selling usd chf gbp nok and sek buying in that order,0
171, citi englander the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that,0
172, citi englander the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that,0
173, citi englander the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that,0
174,citi englander the developments in cyprus will lead to eur selling and usd chf gbp nok and sek  buying in that order,0
175,scutt keep eye on turkish banks too  many russians and others have try usd gbp and eur accounts through north cyprus and istanbul,0
176,with the cypriot bailout agreed and portugal and ireland offered easier debt repayment terms eurusd to rise 200 to 250 pip,0
177,citi the developments in cyprus will lead eur selling and usd chf gbp buying is this decision oneoff or another string of oneoffs,0
178,hey anyone interested in a nikon d80 great condition 299 eur391 usd257 gbp with a lens bag and stuff,0
179,keep my shorts on dax and fgbl gt looking to short eurusd between 1320013320ies  ,0
