,tweet,polarity_score
0,bingo i closed usdjpy s and eurjpy s here they buried the gaps and are bouncing on 2550 ma,0
1,mysterious extinction of eur permabulls usd permabears and jpy chart astrologerswhat a tragedy,0
2,eurusd trading was 1318313321 then down to 13050just buy or sell the shit out of it and ask questions later,0
3,the more eurusd goes south the more germany will profit and pigis will suffer more gtgt so sad but true  ,0
4, even sterling apparently despite downgrade up against both usd and particularly eur,0
5,anybody still playing the inverted hamps in eurusd buy the dip and wait for cyprus bail outin to produce some happy news to make money ,0
6, what has spooked the markets usd and eur presumably the sequester and the italian election,0
7,oh and sterling is now up against both usd and eur so much for downgrade,0
8,when eurusd and usdjpy fall eurjpy collapses more than 500 pips in one day,0
9,closing eurusd short position we built end of jan and mentioned jan 25  400pips,0
10,eurusd down 200 p eurjpy down 300p and the day is not over yet,0
11,we took our profits 3hrs ago in eurusd futures and watch now prices develop,0
12,i like eurusd and spx down here i only take day signals up to 430pm so it now or never for me,0
13,so   when do we go long gbp starting to really like it now both vs usd and eur ill be starting small,0
14,as we  eurusd did  100 today and our order  profits  trail  toptradingboursecom,0
15,as we  eurusd did  100 today and our order  profits   toptradingboursecom,0
16,as we  eurusd did up 100 today and our order autro profits   toptradingboursecom,0
17,sell call update  eurusd 1st target almost hit book your 50 profit and trail your stop at be,0
18,sell eurusd  at 13305 stop 13320 targets 13290 and 13275,0
19,eurusd  call for 1730  10 hrs and 20 minutes from now expiry 1000  for 78  133046,0
20,successful trades on feb 25 2013 according to the analysis of the nzdusd and eurusd trader profited on a binary options platform,0
21,eurusd gbpusd and eurgbp at interesting levels going into ny open  on a monday,0
22, you go to a branch and buy it available in omr aed usd eur and i think gbp use it when traveling,0
23,gold hit 1592 and eurusd hit 1325,0
24,eurusd holding at 1323513250 hi at 13249 so is rupee at 53905395 signs of extn into 1328513300 and 53755385 b4 reversal,0
25,eurusd approaching key resistance at 13250 and 13257 respecitvely 13257 was where the trendline broke last week,0
26,no immediate trade setups across eurusd gbpusd and audusd,0
27,strategic players can sell eurusd in two lots at 1323513250 and 1328513300 with tight stop for 1307513100,0
28,in the fx space news of the potential new governor of the boj has weighed heavily on the yen gbp and aud also weak eur and usd mixedkb,0
29,usd nearest option expiries 13150 13200 13250 and 13300s,0
30,immediate bias for usdzar is flat to higher but eurzar edging lower looking to test 1170 and could prove the game changer for the rand,0
31,immediate bias for usdzar is flat to higher but eurzar edging lower looking to test 1170 and could prove the game changer for the rand,0
32, sara interested in why the usd and eur act so differently in contrast to similar measures taken by their central banks,0
33,dailyfxteam jpy slides further to a 3 year low 0680 against usd and 0628 vs eur,0
