,tweet,polarity_score
0,a raft of selections tonight usdcad eurgbp and  audusd remember your money management,0
1,200 mma keeping a floor on eurusd italy downgrade and eurusd rallies with uk downgrade coming gbp may squeeze higher,0
2,fresh shorts issued on eurusd and audusd,0
3,eurjpy and eurusd playing correction with sl about 9470 an 1209,0
4,revised eurusd goal to reach 1221 instead of 1225 due to a recalculation of technical analysis and moved stop to break even,0
5,had a long trade on the eurusd this morning and made 2,0
6,the eurusd is up against resistance here  there is a bearish gap and the lows of july 17th should see 2300 if it breaks this level,0
7,usd on the rise cant believe the movement is covered and sustainable from 12030 to 12160 prepare for another disappointment,0
8,eurusd momentum remained in tact and 12120 new support,0
9,make us looking towards a move back into 123 eurusd and in general upside on all markets now as next undergoing move,0
10,eurusd came yesterday to 12041 just 12 pips from our target at 12029 and reversed back to 12150 area again leaving important bullish,0
11,techs euro outperforming today and could be attempting a key shortterm reversal of note  eurusd eurjpy and eurgbp daily charts,0
12,well its official eurusd has finally closed the gap bangon the 12156 level and i mean bangon heres hoping the barrier stays put,0
13,usd acbs maintained a steady drip feed of euros into the rally thoughand despite the break many sell orders unflilled1215060 ,0
14,eurusd back in rangeand i back on the window,0
15,eurusd stops above 12150 short covering and further gains expected once above 12220 and 12340 come next,0
16,shorting eurusd  12123 and praying to the heavens stop  12187 limit  12010 to hell with this fluffy spike of a bounce,0
17,db  usdindex is at yearhigh traders likely see it as generally fairlyvalued only eurusd and  usdchf  likely ausing them anxiety,0
18,while a 10tick selloff and 20tick rally followed softerthanexpected ifo data a lot of bad news is now needed to push usd down,0
19,processing  tchaoyou should understand what follows eurusd remained above the significant 130 figure and currently trades ,0
20,usdinr back to 56125638 and believe reversal into 5575 has begun now watch eurusd at 1205012200 bias up,0
21,usd index below 8383 eurusd above 121 and usdinr belo 5625 thats the risk i was highlighting risky to stay long dollars arnd 12050,0
22, any rumours in the pit that would explain this eurusd and cac spike at open ,0
23,look to buy eurjpy at 94009350 with stop at 9325 for 9625 time for simultaneous reversal in eurusd and usdjpy,0
24, you are never sure with a trade with 100but eurusd needs some relief and support here ssi data everyone seems to be short,0
25,usdinr steady arnd 5638 mkt bit nervous now think time for concerted intervention to push eurusd into 124 and usdinr into 5480,0
26,the usd is looking heavy watching 11731132 and 1101 as possible support levels,0
27, oil demand in the rich world peaked and is falling massive overcapacity questions for themrole of usdeur future ex rate,0
28, im confused why is the dollar gaining strength and eurusd is climbing,0
29,given the stability in usdjpy trading eurusd and eurjpy will be duplication hence asked to stay out of eurjpy which has played 9495,0
30,eur slumped after moodys downgrades germany netherlands and luxembourgfx usd 31773182gbp 49254945eur 38303850jpy 40604070,0
31,usd personally my level to watch and interest at 12332 12339 12476 should consider reenter short from that level,0
32,usd seems the chart and voume give a sign for corrction or reversal will be consider to reenter short if bounce cont,0
33, i just looked at the eur usd exhange rate and here i was thinking i shouldnt worry about it dropping bellow 12,0
34,eurusd 120618 after negative outlook of moodys on german landers and netherlands,0
35,got stop audusd with 30pips and eurusd with 90pips holding nzdusd from 7880,0
36,holding that 118 eurusd until spain gets the 100 billion and greece gets the 130 billion after the allocations could soften further,0
37,eur  usd we enterred long with 12051 stopp 1970 1860 target 1234070 and 12540,0
38, but still positive that must mean that eurusd still has a long way down and the 2y still cheap,0
39,usd shown on chart that this pair has reached critical and phsylogical level is it gonna turn for reversal in trend bullish cont,0
40,eurusd and audusd are plunging testing the midjune highs on the aud,0
41,eurusd 120585 and falling  119 was the low in 2010,0
42,s  minister calls on  institutions to protect the     120 and sinking  ,0
43,s  minister calls on  institutions to protect the     120 and sinking  ,0
44,spains budget minister calls on eu institutions to protect the euro zone eurusd 120 and sinking,0
45,spains budget minister calls on eu institutions to protect the euro zone eurusd 120 and sinking,0
46, spains budget minister calls on eu institutions to protect the euro zone eurusd 120 and sinking ,0
47,spains budget minister calls on eu institutions to protect the euro zone eurusd 120 and sinking ,0
48,spains budget minister calls on eu institutions to protect the euro zone eurusd 120 and sinking,0
49, actually i was selling eurusd 10 pips below the famous 121000 psychological level 20 pip sl and 40 tp what do you think,0
50,eurusd  interesting thoughts this morning on the stream us 25 exports let those slack a bit and get euro at parity for zone to bounce,0
51,key levels  euro 12150 and 12065 usdjpy 7855 and 7790 cable 15625 and 15485 aussie 10375 and 10240 eurjpy 9535 and 9420,0
52,eur  usd looking for 1202060 for long entry stopp below 11970 and 11860 target 1237012520,0
53,and just like that usd strengthens overnight vs sek and cad while eur weakens last nights post became fruitful,0
54,corp and leverage account sales cap usd around 12100stops below 12060 continue to lure traders   ,0
55,eur helped by overstretched market positioning however elevated yields in eurozone indicate mkt distress usd and jpy underpinned,0
56,rumours of boj intervention be careful on short usdjpy and eurjpy positions prudent to stay square and sell post boj intervention if any,0
