,tweet,polarity_score
0,eurusd weekly is in a low volume rising wedge and last weeks reversal  133 had heavy volume dont leverup your kids college fund yet,0
1,as i helped cap the eurusd market earlier i might as well try and put a bottom in it,0
2,gbpusd drop to 16107 i like gbpusd wait and see eurjpy to sell,0
3,eurusd   edges higher in thin holiday trading as the markets wind down for the christmas holiday eurusd is edging higher and ha,0
4,imho a fiscal cliff deal is likely to strengthen eur and risk currencies and weaken the usd,0
5, in terms of sectors in europe oil amp gas and basic materials are the best performing as uk mining stocks outperform eurusd trad,0
6, on daily studies am watching strong eur chf and nzd and weak jpy usd and cad,0
7,eurusd amp eurjpy higher on the night more weakness in yen as abe continues  loose monetary policy rhetoric and inflation target of 2,0
8,long eurusd 13188 just add one long ibex 35 and cooper long tern i will add any dips in the eur and ibex35,0
9,eurusd christmas eve is leaving the market with thin volume and an empty calendar,0
10, sara interested in why the usd and eur act so differently in contrast to similar measures taken by their central banks,0
11, yup we do  we accept aud eur usd cad and gbp  please contact us on salescom and well be able to help you,0
12,do you think eurusd will find the 13126 suport and after that edge above 13308,0
13,yes you guessed it  been buying eurusd and cable until the euro turned amp showed weekly turning point over bought then i started selling,0
14,usd  will it break 133 level and beyond next week will be tightening my stop loss,0
15,eurusd and dow jones just overlapped with the same numbers ,0
16,happy hols its been a long year and a good one for eurusd and european bond bulls for 2013 listen to policy makers not celebreconomists,0
17,usd  stopped in the close at fe 236 13236 and now a throwback to test breakout level at 13125 main target fe618 13411,0
18,eurusd ready to correct and usdchf ready to jump higher,0
19,cac40 and dax look bearisheurusd bearish usdchf bullishrisk off,0
20,its time to get the sky and shoot down the mountain    usd,0
21,eurusd favored to reach and fail at 1348613523  commerzbank,0
22,usd large 13200 and 13250 expiries look to be having a magnetic effect   ,0
23,eurusd has formed a double top pattern on the 1h chart the pattern has 76 quality and 61 magnitude in the 123bar period,0
24,as we said eurusd hit 13189 again still sides ways and bigger dip correction toward 1314013000 zone this corrections takes a while,0
25,inr crosses 55 to usd 73 to eur and 60to chf any statements govt of india,0
26,eurusd traded endtoend of 1328513310 res hi 13295 and 1316513190 sup lo 13179 n looks weak for extn into 1314013115 b4 up,0
27,eurusd short from 13270 is looking golden  time for half off and break even stop,0
28,hey  full of honest and proof eurusd should begin its  move from friday 22 december amp ,0
