,tweet,polarity_score
0,eurusd 13092  4 and 6 6 6  2 net  39 sb 38 two mistakes last post 2 2 not 5 lola very good day even 10k lots   74,0
1, what is new picture of gbp and eur ahead week against usd,0
2,members daily trade recap video posted and available now re making the case for the next short move on usd topdown analysis ,0
3,urusd 13073 5 and 8 13 add 31 net 44 closing 8 total eurusd this series 36 high volatility reduces profits,0
4,spooz have turned from a eurusd proxy to a usdjpy proxy and no to a 10yr or 30yr fixed mortgage proxy  good job algos,0
5,  lol i have just closed out half of my two live trades short aud usd and eur usd stops to belets see,0
6,up 7amworkout upperbody 911amclassassess market pre and post  eur jpy aud chf usd cad and nzd,0
7,nearby expiries today all between 100 and 200 mio usdjpy 9650 eurusd  13050 13180 audusd  09300 usdchf  09350,0
8,gt usd bullish with the release of positive durable goods orders limit buy orders  eurusd and gbpusd,0
9,reminder draghi on the wires in 5 mins then us durable goods in 20 mins and finally new home sales at 1600 cet eur usd,0
10,  and now eurusd,0
11,still long gbp vs usd and eur medium term targets should be around 175 and 130 imho its the usd im particularly worried about,0
12,out all usd short against cad jpy aud and eur now only long usdjpy from 9640,0
13,eurjpygbpjpyusdjpythe trend is very slow and the range smallyou better wait for the break200mas are very strongkeep watching,0
14,flash what can we do with the eurusd  commerzbank and rabobank,0
15, in the fx space today the usd chf nzd and hkd are lower while eur and gbp are mixed jpy nok and sek are higher kb,0
16,usd buy orders 1305060 and stops belowsell orders 1314050 13180 ,0
17,30 03125 conditions favor eurusd and sterling versus stupid boj inability to control yen moves asia last night small neg w hk plus,0
18,numbers are out eurusd and gbpusd tonight,0
19,eurusd 13116 5 and 5  10 net 26 boring i will close soonstart pos updn 13116 stops 2525,0
20,in the eurusd strat you can devise a table of limits where you will cash on trades since u must separate puts and calls on separate accts,0
21,there are two ways to bet the eurusd techs and news coins will respond to dol moving events we can measure effect on coins then stocks,0
22,took partial profits in cad eur and aud shorts still got some left usd long exp reduced by 61 today,0
23, on dailyfx website trading log you still shorting eurusd and usdjpy and eurjpy update it please so no one confuse thanks,0
24,barclays our top thematic trades are long usdjpy usdchf and short eurusd plus long mxnsgd and long phptwd,0
25,eurusd  bids still strong at 13050 with stops below more bids at 13020 offers growing larger at 13150 and also in good size at 13020,0
26,gbpusd and eurusd is filling the gap,0
27,eurusd trading in a nearterm consolidation range between 13077 and 13122 ,0
28,eurusd techs 200 dma at 13073 gone if the market fails to defend it on hourly close 12943 minor 764  and weekly neckline at 12788,0
29,eurusdwe have seen the banks very much reverting to their domestic markets and not wanting to extend credit abroad,0
30,morgan stanley looking to sell any eurusd rebound to 13180 for a 128 target and buy a usdjpy setback to 9780 for a 10580 target,0
31,eurusd intraday the downside prevailsposting a slight rebound but stands below its resistance and remains under pressure,0
32,barc more pain to come for em and hy fx but low yielders chf jpy eur and gbp set to catch up too as usd strength spreads,0
33,eurusd descends to trade just above key support at 13061738086 the may 30 high and the 200 55 and 100day,0
34,acceleration of the risk selloff in asia into the close of that region is being reflected in stock index futuresspreads here and  ,0
35,eurusd met 131 from 13250 and drives usd index above 8250 usdjpy gains momentum above 9750,0
36,eurusd 13091 5 and 6 net 11 open pos 13091 updn stop 2525,0
37,lets see im long aud eur and short usdjpy which means that im short the dollar 3 ways can this be considered pairs trading,0
38,score update bullish  and  bearish  and ,0
39,if you look at the monthly chart of the pair eurusd you can see the december hi 2004 and then the january fall,0
40, overall eurusd sentiment is negative in both 1 and 3 months windows but temperate personally i see pair holding 13000 level,0
41,closing all usd longs against eur gbp aud jpy still long usdcad 10180 and 10422 and short google and spx500 1598,0
