author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Label
282136529,zhanusic,FALSE,2563,2372,39807,21,2012-08-24 21:54:48+00:00, ,239118586482925568,en,0,0,0,0,twitterfeed,"Daily Summary on USD, EUR, GBP, JPY, AUD and CAD",O
20981958,FXSpottrader,FALSE,201,196,1476,10,2012-08-24 16:02:24+00:00, ,239029902102364162,en,0,0,0,0,Twitter Web Client,Squared up EUR USD @ 1.2530 for +30 pts - take the money and run ... Happy W/E!!,P
29763551,melchigr,FALSE,1012,5005,22163,0,2012-08-24 16:00:07+00:00, ,239029328959139840,en,0,0,1,0,Twitter Web Client,Global equity markets and Eur/Usd recover after report that ECB considers setting yield band targets under a new bond-buying program.,P
185673983,TheSquareMile,FALSE,7164,5072,97235,225,2012-08-24 15:56:02+00:00, ,239028299555278848,en,0,0,0,0,TweetDeck,#FF @mariapapli I like to follow her #EUR #USD trades as she's evidently more expert on €/$ than me and I often learn something. TY Maria,O
106394919,modi_FX,FALSE,23,57,308,0,2012-08-24 15:23:45+00:00, ,239020176950042625,en,0,0,0,0,Twitter Web Client,closed the short cable and opened a long EUR/USD,P
712661461,Sir0tek,FALSE,846,875,39866,51,2012-08-24 14:36:07+00:00, ,239008190174490624,en,0,0,0,0,Twitter Web Client,#aapl green again whilst bearish sign AUD/USD and lost at court w. Samsung in Korea. EUR up again @zerohedge,P
201847268,GeorgeStoykov,FALSE,1565,137,57458,87,2012-08-24 13:40:40+00:00, ,238994235926384640,en,0,0,1,0,TweetDeck,@tradetheday_ yup i agree im bullish USD vs commod. currencies and EUR vs all at the same time ^.^ funny i know,O
68216208,OOBakare,FALSE,92,93,593,2,2012-08-24 13:30:58+00:00, ,238991793188896768,en,0,0,0,0,Twitter Web Client,"Despite late entry, EUR/USD sell trade now at BE + 36 TP 1.2480 and done for the week. Have a great weekend everyone",P
209745329,forex1109,FALSE,11,23,135,0,2012-08-24 13:05:41+00:00, ,238985431163748352,en,0,0,0,0,Facebook,EUR/USD I still see this market breaking above 1.2600 and towards 1.2700,P
562679229,IqbalRagha,FALSE,40,26,377,0,2012-08-24 11:27:46+00:00, ,238960789157998592,en,0,0,0,0,Twitter Web Client,"For EUR/USD, you can trade in a way to open BUY position at the level of 1.2503 and SELL position 1.2564. From Instaforex analytics.",O
151848500,TomMcForex,FALSE,1522,277,13728,48,2012-08-24 09:20:55+00:00, ,238928864821268480,en,0,0,0,0,TweetDeck,"I am short CAC, FTSE, NASDAQ eur/usd and aud/usd this morning via spot and binaries. Hoping for another leg lower here #Trading",N
385768970,KiteForex,FALSE,1012,1728,4484,5,2012-08-24 08:48:06+00:00, ,238920609055256576,en,0,0,0,0,Facebook,EUR/USD  SELL  1.2564 AND 1.2611 WITH TP  1.2517 AND 1.2470 WITH SL 1.2658,O
414259284,Tickmill,FALSE,34156,125,25635,161,2012-08-24 07:36:06+00:00, ,238902486759530496,en,0,0,0,0,Twitter Web Client,"Euro semi-official seller seen ahead of 1.2550 #EUR/USD
Interbank desks sell for stops below 1.2540 and draw system sellers",P
414259284,Tickmill,FALSE,34156,125,25635,161,2012-08-24 06:53:20+00:00, ,238891726226481152,en,0,0,0,0,Twitter Web Client,"Look for #EUR/USD spot to cling to 1.2500-50 zone as expiries contain
Very good amounts dotted at and between both levels today",N
56330069,Market_SniperVJ,FALSE,19,63,736,1,2012-08-24 05:55:51+00:00, ,238877259426066432,en,0,0,0,0,TweetDeck,Short Eur/Usd @1.2552 sl@1.2650 first pt@1.2513 and second @1.2468,N
23298326,stephendonlan,FALSE,2,32,108,0,2012-08-23 19:03:41+00:00, ,238713138562887681,en,0,0,1,0,Twitter Web Client,"hi Richard my strong week turn out like this usd 7 down, eur 5up 1 down gbp 5up 2 down jpy 2 up 5 down, and so on do these look correct",P
282136529,zhanusic,FALSE,2563,2372,39807,21,2012-08-23 16:50:57+00:00, ,238679734433751040,en,0,0,0,0,twitterfeed,"Daily Summary on USD, EUR, GBP, JPY, CAD and AUD",O
142010224,DorganG,FALSE,2407,561,99719,191,2012-08-23 15:49:14+00:00, ,238664200426254336,en,0,0,1,1,TweetDeck,"Clear pattern today: Market buys #CHF and #gold today. #SNB buys Euros, EUR/USD rises. 10 billion CHF higher SNB sight deposits this week ?",O
49420421,kaeppeli,FALSE,121,164,825,8,2012-08-23 15:41:52+00:00, ,238662348120920064,en,0,0,0,0,Twitter Web Client,EUR/USD Short @1.2580 stopp 1.2650. Target 1.2405 and lower,N
27247519,Souhail_14,FALSE,488,2163,10356,0,2012-08-23 15:28:42+00:00, ,238659033010147328,en,0,0,0,0,Twitter Web Client,Gonna look at my EUR/USD chart now and look for some bucks. Im getting ready to go SHORT starting next week !,N
86358396,GlobalCurrencyS,FALSE,266,103,2066,0,2012-08-23 13:22:56+00:00, ,238627383052230657,en,0,0,0,0,Facebook,"Good Morning! We are selling USD @ 1.0093, GBP @ 1.6169 and EUR @ 1.2865! Call us at 519.763.7330 for any quote! Have a great day!",O
28366310,DailyFXTeam,FALSE,145027,63,381143,2817,2012-08-23 11:29:37+00:00, ,238598868521070592,en,0,0,0,0,Twitter Web Client,AUD and EUR are both slightly down against USD following Bullard's comments about QE.,N
317740812,ayondoHQ,FALSE,794,172,1748,20,2012-08-23 09:03:59+00:00, ,238562218566881281,en,0,0,0,0,Twitter Web Client,A similar story with EUR/USD which is continuing to stay strong and hold above the 1.25 level. From a technical perspective 3 positive...,P
414259284,Tickmill,FALSE,34156,125,25635,161,2012-08-23 08:57:56+00:00, ,238560693325017088,en,0,0,0,0,Twitter Web Client,"#EUR/USD retreats towards spec Buy Orders 1.2440-45 ; 1.2425 and 1.2400
Stops 1.2395-00 and 1.2485 currently look out of reach",O
385768970,KiteForex,FALSE,1012,1728,4484,5,2012-08-23 08:11:39+00:00, ,238549048611725312,en,0,0,0,0,Facebook,EUR/USD  SELL @ 1.2527 AND 1.2603 WITH TP  1.2452 AND 1.2377 WITH SL 1.2678,O
414259284,Tickmill,FALSE,34156,125,25635,161,2012-08-23 06:45:55+00:00, ,238527472050782208,en,0,0,0,1,Twitter Web Client,"#EUR/USD Buy Orders 1.2525 and 1.2500, larger 1.2450-70 and 1.2430
A lot of noise seen around the 1.2550 level back in June",P
467394420,samsonpen,FALSE,24,5,270,0,2012-08-23 06:21:56+00:00, ,238521436069851136,en,0,0,0,0,Twitter for BlackBerry®,"I know all my guys are happy now on GBP/USD and EUR/USD. Well, we shall continue our log position on both currency pairs.",P
605688727,ice_trade,FALSE,292,1772,328,2,2012-08-23 06:21:01+00:00, ,238521205848678402,en,0,0,0,0,Twitter for BlackBerry®,"I know all my guys are happy now on GBP/USD and EUR/USD. Well, we shall continue our log position on both currency pairs.",P
36309263,50Pips,FALSE,93090,235,151963,1886,2012-08-23 05:53:31+00:00, ,238514285792346113,en,1,0,0,0,TweetDeck,DB &gt;  we think the risks to EUR/USD (and other EUR-crosses) remain to the upside.,N
36309263,50Pips,FALSE,93090,235,151963,1886,2012-08-23 05:52:41+00:00, ,238514075452198912,en,1,0,0,2,TweetDeck,"DB &gt; We turned tactically bullish EUR vs the ZIRP currencies early August, targeting 1.27, 100 &amp; 0.81 versus USD, JPY and GBP respectively",P
16189797,jhsawyer,FALSE,25363,19,891,7,2012-08-23 05:27:39+00:00, ,238507773384613888,en,0,0,0,0,Twitter for iPad,"Nice long trade in eur/usd, I held for all price targets and walked out with   +74 pips for today, let me know how many of you did the same?",P
71240403,chan3399,FALSE,115,228,552,5,2012-08-22 21:42:33+00:00, ,238390728886202368,en,0,0,0,0,Twitter Web Client,and the EUR/USD did meet the 1.25 target. Too bad I took profit too fast on both the EUR and GBP long,P
314508687,DanielGschwend,FALSE,320,934,12281,0,2012-08-22 18:39:56+00:00, ,238344770538328064,en,0,0,0,0,Twitter for iPhone,@JohnKicklighter ulimately Europe must do more QE=lower EUR and stronger USD equity mrkt correction or serious China hard landing=strgr USD,P
106394919,modi_FX,FALSE,23,57,308,0,2012-08-22 18:26:44+00:00, ,238341450335674369,en,0,0,0,0,Twitter Web Client,closed the long EUR/USD and opened a short AUD/JPY,N
418728266,Jstoner64,FALSE,114,287,14455,4,2012-08-22 18:06:51+00:00, ,238336448221294592,en,0,0,0,0,Twitter Web Client,So now the EUR rises on both USD weakness and EUR weakness? $SPY $SPX,O
