author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
142010224,DorganG,False,2407,561,99714,191,2012-08-23 15:49:14+00:00, ,238664200426254336,en,0,0,1,1,TweetDeck,"Clear pattern today: Market buys #CHF and #gold today. #SNB buys Euros, EUR/USD rises. 10 billion CHF higher SNB sight deposits this week ?"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 10:57:32+00:00, ,238228405517168642,en,0,0,0,0,TweetDeck,"My latest forecasts of EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") now available from TRL@clear.net.nz"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 07:10:35+00:00, ,238171290287087616,en,0,0,0,1,TweetDeck,"My latest forecasts for EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") available from TRL@clear.net.nz"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 05:29:53+00:00, ,238145947211796480,en,0,0,0,0,TweetChat,"My latest forecasts for EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") now available from TRL@clear.net.nz #forex"
771500222,Marc062149,False,37,3,182,0,2012-08-22 01:19:32+00:00, ,238082944797913088,en,0,0,1,0,Twitter Web Client,EUR/USD and USD/CHF have bullish flag patterns on them for continued appreciation. Liquidate 50% or more on remaining SELL
93873694,luvforex,False,61,66,229,1,2012-08-22 01:17:25+00:00, ,238082414621122561,en,0,0,0,0,Twitter Web Client,"open positions : usd/jpy,   aud/usd,  gbp/chf short and eur/gbp,  chf/jpy long"
738575474,ThSi_,False,1350,1963,14614,30,2012-08-21 12:50:40+00:00,5868d0e0749c9c47,237894490218721281,en,0,0,0,0,Twitter Web Client,"Doctors have quantified the risks of smoking cigarettes and we have quantified the risks of Obama telling ""Syria"" - $ drops EUR/, GDP/, CHF/"
426098567,actioneconomics,False,904,194,12363,29,2012-08-21 07:24:45+00:00, ,237812469521854464,en,0,0,0,0,Twitter Web Client,sovereign names are dollar buyers versus EUR and CHF in thin trade.
266137439,MadristaAP,False,31,33,1196,0,2012-08-17 23:21:54+00:00, ,236603791703670784,en,0,0,2,0,Twitter Web Client,"@cato9lives Jettisoned the EUR/AUD and stuff with AUD/CHF , think it has more potential ."
252571367,rioseco751,False,715,0,14046,34,2012-08-16 21:10:11+00:00, ,236208256513617920,en,0,0,0,0,Twitter for iPad,Same game with eur/jpy and usd/chf ( inverse). Its great to follow you guys. Fantastic Job.
28366310,DailyFXTeam,False,145021,63,381133,2817,2012-08-16 19:15:29+00:00, ,236179390130692096,en,1,0,0,0,Twitter Web Client,FOREX: Euro and Swiss franc are today's biggest winners. EUR and CHF both climb 0.58% vs. USD.
25238425,stuffthatilike,False,1390,1025,44124,21,2012-08-16 19:04:50+00:00, ,236176712726089729,en,0,0,1,0,TweetDeck,"@nickterryva That's not true. JPY, EUR, AUD, CAD, and CHF all come to mind. While I could get into the nuances of each, they retain value."
104667619,CVecchioFX,False,52817,1265,34465,1277,2012-08-16 13:39:34+00:00, ,236094856299163650,en,0,0,0,0,TweetDeck,@hamalanche EUR and CHF are near perfect positive correlation; not surprising. But EUR and AUD are hardly pos correlated the last few weeks.
61855237,Oohrhii,False,12,45,120,1,2012-08-16 09:42:06+00:00, ,236035095285358592,en,0,0,0,0,Twitter for BlackBerry®,Very silent buh dangerous market..just bought eur/usd and sold usd/chf...its gonna b volatile yeah..but I wanna participate...fx adrenaline.
42768891,FXPipHeist,False,120,179,949,4,2012-08-14 17:34:41+00:00, ,235429247508959235,en,0,0,0,0,TweetDeck,evening traders! going lg eur/$ and shorting gbp/chf @ mkt...watching
26434825,ShawnDBaldwin,False,1170,1901,966,36,2012-08-13 12:27:01+00:00, ,234989433567457280,en,0,0,0,0,Twitter SMS,"Traders are bearish on EUR,CHF+GBP and bullish on MXN,CNO+INO"
422678652,ICMCapital,False,2238,1193,6931,52,2012-08-12 08:07:23+00:00, ,234561706242740224,en,0,0,0,0,Twitter Web Client,"Major news for our traders! Spreads are being reduced: #EUR/USD 1.6 pips, #GBP/USD 2.7 pips, #USD/CHF 2.8 pips and #USD/JPY 1.9 pips"
266137439,MadristaAP,False,31,33,1196,0,2012-08-12 00:38:15+00:00, ,234448680067928064,en,0,0,3,0,Twitter Web Client,"@cato9lives I'm in EUR/AUD long and AUD/CHF short . Also AUD/USD short . May cut one though , don't like this much AUD exposure : /"
27624179,innerfx,False,1760,279,4599,79,2012-08-10 20:10:48+00:00, ,234018985283297280,en,0,0,0,0,MetroTwit,"+ if EURCHF 1.2 holds and EUR eventually recovers, I'd prefer the CHF mortgage. But should I just ...hope?"
22324876,TradersAudio,False,3756,1,28661,196,2012-08-10 13:57:30+00:00, ,233925042872922113,en,0,0,0,0,Twitter Web Client,#MXP #AUD #NZD try to pop but #EUR #GBP #CHF move lower and drag the former's.
499812838,adlucas_fx,True,7,18,19,0,2012-08-10 01:57:47+00:00, ,233743917986758657,en,0,0,0,0,Twitter for iPhone,Removed EUR buy and CHF sell orders. Market retraced. However trends shows possible oppotunities next week
714498283,CEDDY86,True,435,731,6627,27,2012-08-09 11:18:26+00:00, ,233522622112088065,en,0,0,0,0,Twitter Web Client,carry trade narrative on #EUR and #CHF still holds for me
419078601,FindYourFX,True,8444,1565,204,5,2012-08-09 07:15:54+00:00, ,233461585203568640,en,0,0,0,0,Twitter Web Client,"[FindYourFX market technical analysis -2012/8/9 Pre EU Open]USD/CAD:Bearish bias below 0.999, EUR CHF and JPY has been Bearish biased"
201847268,GeorgeStoykov,True,1565,137,57458,87,2012-08-08 00:44:35+00:00, ,233000721174388737,en,0,0,0,0,TweetDeck,"@PipCzar i know they look a whole-a-lot better than USD, EUR and JPY fundamentally and CHF. No central planning there."
23093161,MarkClydeBrant,True,1189,4661,41204,145,2012-08-07 23:57:27+00:00, ,232988860899012609,en,0,0,0,0,Twitter Web Client,@JohnNetto Long resting EUR/CHF with super spike targets and stops below SNB support is a serious leveraged trade!
738575474,ThSi_,True,1350,1963,14614,30,2012-08-07 18:43:08+00:00, ,232909758477250560,en,0,0,0,0,Twitter Web Client,"#Markets Correlation is between Oils (crude, brent, not always heating) and for some #currency pairs like CAD/CHF,EUR/CAD etc $CL_F #ThSi_"
607079918,Siesta_Homes_,True,42,42,47,1,2012-08-07 16:04:43+00:00, ,232869890351038465,en,0,0,1,0,Twitter Web Client,@JamieSaettele I LIKE LONG CAD/CHF WITH BULLISH SET UP ON EUR/CHF AND BEARISH SET UP ON EUR CAD 2HRS
77841866,hofrat,True,4405,2135,45309,354,2012-08-07 11:43:36+00:00, ,232804178941059072,en,0,0,1,0,Hootsuite,Hmm @TEDxZurich 50 CHF and need to argument why to be there and @TEDxVienna 80 EUR plus flights just buying. Hmm.
422678652,ICMCapital,True,2238,1193,6931,52,2012-08-07 09:46:25+00:00, ,232774690408652800,en,0,0,1,0,Facebook,"Yesterday EUR/CHF mysteriously gained +64 pips and reversed almost all the gains in less than a minute, what do you think happened?"
414259284,Tickmill,True,34156,125,25635,161,2012-08-07 09:34:09+00:00, ,232771602180354048,en,0,0,0,0,Twitter Web Client,"Option expiries 10am NY cut: 500mln+ #EUR/USD 1.2400 and lesser 1.2425. USD/CHF at 0.9700
Cable"
16712603,tradertommyh,True,43,0,166,1,2012-08-06 12:21:21+00:00, ,232451290725236736,en,0,0,1,0,Twitter Web Client,Finally a signal based on my rules. I buying the EUR/USD and selling the USD/CHF. Target for EUR trade is 1.2500 to 1.2700.
333612182,Power_of_RT,True,13501,16717,206505,206,2012-08-06 11:52:26+00:00, ,232444016657043456,en,0,0,0,0,PowerReTweeter,"RT @ForexIncomeclub: The strongest currencies look to be the AUD and JPY. The CAD, USD, EUR and CHF look to be the weakest currencies."
595144967,ChrisWeston_IG,True,12497,1873,19175,383,2012-08-03 02:52:16+00:00, ,231220913956343808,en,0,0,0,0,Twitter Web Client,@chippy_the_guv @brookecorte Wouldnt go near EUR/CHF. They wont raise the floor and doesnt move.
207450455,chippy_the_guv,True,291,1668,22034,7,2012-08-03 02:43:18+00:00, ,231218659455016962,en,0,0,1,0,Twitter for iPhone,@ChrisWeston_IG @brookecorte squeeze in EUR crosses after draghi London speech took a lot out their posns and no relief for EUR/CHF now =SNB
42768891,FXPipHeist,True,120,179,949,4,2012-08-02 18:55:29+00:00, ,231100927854129153,en,0,0,0,0,TweetDeck,Im goin Lg eur/$ @ mkt and shorting gbp/chf..will see what happens..
596352788,VITForex,True,22,0,196,0,2012-08-02 07:45:25+00:00, ,230932298802032641,en,0,0,0,0,Twitter for iPhone,ECB news conference at 13.30 GMT may cause volatility for EUR/USD and USD/CHF in #forex markets. We plan to exploit with IF THEN orders.
168609760,Settowin,True,33,62,2776,0,2012-08-01 18:40:58+00:00,af27c5a148d8371f,230734888494579712,en,0,0,0,0,Twitter for Android,@AskPlayStation Thank you for replying. And is a CHF Psn Card complatible with a Eur Account?
266137439,MadristaAP,True,31,33,1196,0,2012-07-31 20:27:08+00:00, ,230399215837270017,en,0,0,1,0,Twitter Web Client,"@cato9lives, AUD/USD and AUD/CHF shorts are in sights + a EUR/AUD long"
22973017,JohnKicklighter,True,70276,267,68862,1603,2012-07-31 19:19:49+00:00, ,230382276368822274,en,0,0,0,0,TweetDeck,"@Rlind22 While it is less risk sensitive, the CAD will have a big tie in to the USD (Fed) and CHF to the EUR (ECB)."
414259284,Tickmill,True,34156,125,25635,161,2012-07-31 09:25:23+00:00, ,230232681106006016,en,0,0,0,0,Twitter Web Client,"Month-end flows expected to lead to moderate net selling of dollars. CHF, SEK, EUR and AUD sellers mulled as a result of rebalancing #li"
author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
142010224,DorganG,False,2407,561,99714,191,2012-08-23 15:49:14+00:00, ,238664200426254336,en,0,0,1,1,TweetDeck,"Clear pattern today: Market buys #CHF and #gold today. #SNB buys Euros, EUR/USD rises. 10 billion CHF higher SNB sight deposits this week ?"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 10:57:32+00:00, ,238228405517168642,en,0,0,0,0,TweetDeck,"My latest forecasts of EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") now available from TRL@clear.net.nz"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 07:10:35+00:00, ,238171290287087616,en,0,0,0,1,TweetDeck,"My latest forecasts for EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") available from TRL@clear.net.nz"
127759625,maxmckegg_TRL,False,1113,177,4718,74,2012-08-22 05:29:53+00:00, ,238145947211796480,en,0,0,0,0,TweetChat,"My latest forecasts for EUR, JPY, CHF, GBP, AUD and NZD (plus ""Trade of the Day"") now available from TRL@clear.net.nz #forex"
771500222,Marc062149,False,37,3,182,0,2012-08-22 01:19:32+00:00, ,238082944797913088,en,0,0,1,0,Twitter Web Client,EUR/USD and USD/CHF have bullish flag patterns on them for continued appreciation. Liquidate 50% or more on remaining SELL
93873694,luvforex,False,61,66,229,1,2012-08-22 01:17:25+00:00, ,238082414621122561,en,0,0,0,0,Twitter Web Client,"open positions : usd/jpy,   aud/usd,  gbp/chf short and eur/gbp,  chf/jpy long"
738575474,ThSi_,False,1350,1963,14614,30,2012-08-21 12:50:40+00:00,5868d0e0749c9c47,237894490218721281,en,0,0,0,0,Twitter Web Client,"Doctors have quantified the risks of smoking cigarettes and we have quantified the risks of Obama telling ""Syria"" - $ drops EUR/, GDP/, CHF/"
426098567,actioneconomics,False,904,194,12363,29,2012-08-21 07:24:45+00:00, ,237812469521854464,en,0,0,0,0,Twitter Web Client,sovereign names are dollar buyers versus EUR and CHF in thin trade.
266137439,MadristaAP,False,31,33,1196,0,2012-08-17 23:21:54+00:00, ,236603791703670784,en,0,0,2,0,Twitter Web Client,"@cato9lives Jettisoned the EUR/AUD and stuff with AUD/CHF , think it has more potential ."
252571367,rioseco751,False,715,0,14046,34,2012-08-16 21:10:11+00:00, ,236208256513617920,en,0,0,0,0,Twitter for iPad,Same game with eur/jpy and usd/chf ( inverse). Its great to follow you guys. Fantastic Job.
28366310,DailyFXTeam,False,145021,63,381133,2817,2012-08-16 19:15:29+00:00, ,236179390130692096,en,1,0,0,0,Twitter Web Client,FOREX: Euro and Swiss franc are today's biggest winners. EUR and CHF both climb 0.58% vs. USD.
25238425,stuffthatilike,False,1390,1025,44124,21,2012-08-16 19:04:50+00:00, ,236176712726089729,en,0,0,1,0,TweetDeck,"@nickterryva That's not true. JPY, EUR, AUD, CAD, and CHF all come to mind. While I could get into the nuances of each, they retain value."
104667619,CVecchioFX,False,52817,1265,34465,1277,2012-08-16 13:39:34+00:00, ,236094856299163650,en,0,0,0,0,TweetDeck,@hamalanche EUR and CHF are near perfect positive correlation; not surprising. But EUR and AUD are hardly pos correlated the last few weeks.
61855237,Oohrhii,False,12,45,120,1,2012-08-16 09:42:06+00:00, ,236035095285358592,en,0,0,0,0,Twitter for BlackBerry®,Very silent buh dangerous market..just bought eur/usd and sold usd/chf...its gonna b volatile yeah..but I wanna participate...fx adrenaline.
42768891,FXPipHeist,False,120,179,949,4,2012-08-14 17:34:41+00:00, ,235429247508959235,en,0,0,0,0,TweetDeck,evening traders! going lg eur/$ and shorting gbp/chf @ mkt...watching
26434825,ShawnDBaldwin,False,1170,1901,966,36,2012-08-13 12:27:01+00:00, ,234989433567457280,en,0,0,0,0,Twitter SMS,"Traders are bearish on EUR,CHF+GBP and bullish on MXN,CNO+INO"
422678652,ICMCapital,False,2238,1193,6931,52,2012-08-12 08:07:23+00:00, ,234561706242740224,en,0,0,0,0,Twitter Web Client,"Major news for our traders! Spreads are being reduced: #EUR/USD 1.6 pips, #GBP/USD 2.7 pips, #USD/CHF 2.8 pips and #USD/JPY 1.9 pips"
266137439,MadristaAP,False,31,33,1196,0,2012-08-12 00:38:15+00:00, ,234448680067928064,en,0,0,3,0,Twitter Web Client,"@cato9lives I'm in EUR/AUD long and AUD/CHF short . Also AUD/USD short . May cut one though , don't like this much AUD exposure : /"
27624179,innerfx,False,1760,279,4599,79,2012-08-10 20:10:48+00:00, ,234018985283297280,en,0,0,0,0,MetroTwit,"+ if EURCHF 1.2 holds and EUR eventually recovers, I'd prefer the CHF mortgage. But should I just ...hope?"
22324876,TradersAudio,False,3756,1,28661,196,2012-08-10 13:57:30+00:00, ,233925042872922113,en,0,0,0,0,Twitter Web Client,#MXP #AUD #NZD try to pop but #EUR #GBP #CHF move lower and drag the former's.
499812838,adlucas_fx,True,7,18,19,0,2012-08-10 01:57:47+00:00, ,233743917986758657,en,0,0,0,0,Twitter for iPhone,Removed EUR buy and CHF sell orders. Market retraced. However trends shows possible oppotunities next week
714498283,CEDDY86,True,435,731,6627,27,2012-08-09 11:18:26+00:00, ,233522622112088065,en,0,0,0,0,Twitter Web Client,carry trade narrative on #EUR and #CHF still holds for me
419078601,FindYourFX,True,8444,1565,204,5,2012-08-09 07:15:54+00:00, ,233461585203568640,en,0,0,0,0,Twitter Web Client,"[FindYourFX market technical analysis -2012/8/9 Pre EU Open]USD/CAD:Bearish bias below 0.999, EUR CHF and JPY has been Bearish biased"
201847268,GeorgeStoykov,True,1565,137,57458,87,2012-08-08 00:44:35+00:00, ,233000721174388737,en,0,0,0,0,TweetDeck,"@PipCzar i know they look a whole-a-lot better than USD, EUR and JPY fundamentally and CHF. No central planning there."
23093161,MarkClydeBrant,True,1189,4661,41204,145,2012-08-07 23:57:27+00:00, ,232988860899012609,en,0,0,0,0,Twitter Web Client,@JohnNetto Long resting EUR/CHF with super spike targets and stops below SNB support is a serious leveraged trade!
738575474,ThSi_,True,1350,1963,14614,30,2012-08-07 18:43:08+00:00, ,232909758477250560,en,0,0,0,0,Twitter Web Client,"#Markets Correlation is between Oils (crude, brent, not always heating) and for some #currency pairs like CAD/CHF,EUR/CAD etc $CL_F #ThSi_"
607079918,Siesta_Homes_,True,42,42,47,1,2012-08-07 16:04:43+00:00, ,232869890351038465,en,0,0,1,0,Twitter Web Client,@JamieSaettele I LIKE LONG CAD/CHF WITH BULLISH SET UP ON EUR/CHF AND BEARISH SET UP ON EUR CAD 2HRS
77841866,hofrat,True,4405,2135,45309,354,2012-08-07 11:43:36+00:00, ,232804178941059072,en,0,0,1,0,Hootsuite,Hmm @TEDxZurich 50 CHF and need to argument why to be there and @TEDxVienna 80 EUR plus flights just buying. Hmm.
422678652,ICMCapital,True,2238,1193,6931,52,2012-08-07 09:46:25+00:00, ,232774690408652800,en,0,0,1,0,Facebook,"Yesterday EUR/CHF mysteriously gained +64 pips and reversed almost all the gains in less than a minute, what do you think happened?"
414259284,Tickmill,True,34156,125,25635,161,2012-08-07 09:34:09+00:00, ,232771602180354048,en,0,0,0,0,Twitter Web Client,"Option expiries 10am NY cut: 500mln+ #EUR/USD 1.2400 and lesser 1.2425. USD/CHF at 0.9700
Cable"
16712603,tradertommyh,True,43,0,166,1,2012-08-06 12:21:21+00:00, ,232451290725236736,en,0,0,1,0,Twitter Web Client,Finally a signal based on my rules. I buying the EUR/USD and selling the USD/CHF. Target for EUR trade is 1.2500 to 1.2700.
333612182,Power_of_RT,True,13501,16717,206505,206,2012-08-06 11:52:26+00:00, ,232444016657043456,en,0,0,0,0,PowerReTweeter,"RT @ForexIncomeclub: The strongest currencies look to be the AUD and JPY. The CAD, USD, EUR and CHF look to be the weakest currencies."
595144967,ChrisWeston_IG,True,12497,1873,19175,383,2012-08-03 02:52:16+00:00, ,231220913956343808,en,0,0,0,0,Twitter Web Client,@chippy_the_guv @brookecorte Wouldnt go near EUR/CHF. They wont raise the floor and doesnt move.
207450455,chippy_the_guv,True,291,1668,22034,7,2012-08-03 02:43:18+00:00, ,231218659455016962,en,0,0,1,0,Twitter for iPhone,@ChrisWeston_IG @brookecorte squeeze in EUR crosses after draghi London speech took a lot out their posns and no relief for EUR/CHF now =SNB
42768891,FXPipHeist,True,120,179,949,4,2012-08-02 18:55:29+00:00, ,231100927854129153,en,0,0,0,0,TweetDeck,Im goin Lg eur/$ @ mkt and shorting gbp/chf..will see what happens..
596352788,VITForex,True,22,0,196,0,2012-08-02 07:45:25+00:00, ,230932298802032641,en,0,0,0,0,Twitter for iPhone,ECB news conference at 13.30 GMT may cause volatility for EUR/USD and USD/CHF in #forex markets. We plan to exploit with IF THEN orders.
168609760,Settowin,True,33,62,2776,0,2012-08-01 18:40:58+00:00,af27c5a148d8371f,230734888494579712,en,0,0,0,0,Twitter for Android,@AskPlayStation Thank you for replying. And is a CHF Psn Card complatible with a Eur Account?
266137439,MadristaAP,True,31,33,1196,0,2012-07-31 20:27:08+00:00, ,230399215837270017,en,0,0,1,0,Twitter Web Client,"@cato9lives, AUD/USD and AUD/CHF shorts are in sights + a EUR/AUD long"
22973017,JohnKicklighter,True,70276,267,68862,1603,2012-07-31 19:19:49+00:00, ,230382276368822274,en,0,0,0,0,TweetDeck,"@Rlind22 While it is less risk sensitive, the CAD will have a big tie in to the USD (Fed) and CHF to the EUR (ECB)."
414259284,Tickmill,True,34156,125,25635,161,2012-07-31 09:25:23+00:00, ,230232681106006016,en,0,0,0,0,Twitter Web Client,"Month-end flows expected to lead to moderate net selling of dollars. CHF, SEK, EUR and AUD sellers mulled as a result of rebalancing #li"
