author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
426333174,johnsiebassolin,False,40,198,2498,1,2012-08-25 23:10:04+00:00, ,239499915754102785,en,0,0,0,0,twitterfeed,"Daily Foreign Currency Exchange Rate Forecasts For USD, EUR, GBP and CHF - Currency News http://t.co/SU2NTLBl"
461577197,ForexPro2,False,1629,1074,9107,10,2012-08-25 17:30:55+00:00, ,239414566902181888,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softened mildly. And outlook... http://t.co/A8dCcKjd
154310168,Auto_FX,False,1013,1111,21734,20,2012-08-25 17:30:55+00:00, ,239414566851866624,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softened mildly. And outlook... http://t.co/3tjmjX59
378244409,EasyHomeForex,False,3303,3950,12710,42,2012-08-25 17:30:55+00:00, ,239414566835064834,en,0,0,1,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softened mildly. And outlook... http://t.co/kBrdmWBo
603949689,VickyVonn,False,923,2935,40274,7,2012-08-25 11:54:34+00:00, ,239329923418959872,en,0,0,0,0,twitterfeed,#forex #news EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and... http://t.co/eCxfANNN #teamfollowback
603949689,VickyVonn,False,923,2935,40274,7,2012-08-25 11:54:19+00:00, ,239329860001079296,en,0,0,0,0,twitterfeed,#forex #news EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and... http://t.co/RAdWv634 #teamfollowback
267204189,bmarketiva,False,56,0,89205,8,2012-08-25 11:54:18+00:00, ,239329855857106944,en,0,0,0,0,twitterfeed,http://t.co/J6Unb4Yx EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softene... http://t.co/lXzkKcwb
267204189,bmarketiva,False,56,0,89205,8,2012-08-25 11:54:18+00:00, ,239329855827763200,en,0,0,0,0,twitterfeed,http://t.co/J6Unb4Yx EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softene... http://t.co/tvs8Y6Lz
105027887,youl1e,False,660,211,319865,8,2012-08-25 11:54:16+00:00, ,239329848080875520,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softene... http://t.co/syEQgV6m http://t.co/z0AR5xSF
105027887,youl1e,False,660,211,319865,8,2012-08-25 11:54:16+00:00, ,239329848013762560,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF continued to stay in very tight range last week and softene... http://t.co/PIl3gUNa http://t.co/z0AR5xSF
