author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
561729229,NgolobeM,False,27,79,240,0,2012-12-24 11:26:00+00:00, ,283171665213542400,en,0,0,1,0,Twitter Web Client,"@RKrivoFX 
On daily studies am watching: Strong EUR, CHF, and NZD and Weak JPY, USD, and CAD."
459925038,ForexNews87,False,801,0,256770,30,2012-12-24 11:10:33+00:00, ,283167774602321921,en,0,0,0,0,dlvr.it,"Fxw Macquarie Keeps Eur/chf Trading Levels at 1.160, 1.170, 1.160 and 1.130 for One, Three, Six and Twelve Mths... http://t.co/u4p5iaPu"
307749960,forexDailyTA,False,648,0,243054,25,2012-12-24 11:10:20+00:00, ,283167721846353921,en,0,0,0,0,dlvr.it,"Fxw Macquarie Keeps Eur/chf Trading Levels at 1.160, 1.170, 1.160 and 1.130 for One, Three, Six and Twelve Mths... http://t.co/mHaTLmfq"
441695463,IndoMT5,False,304,10,143679,13,2012-12-24 11:10:20+00:00, ,283167721640828928,en,0,0,0,0,dlvr.it,"Fxw Macquarie Keeps Eur/chf Trading Levels at 1.160, 1.170, 1.160 and 1.130 for One, Three, Six and Twelve Mths... http://t.co/TkO158oQ"
461577197,ForexPro2,False,1629,1074,9107,10,2012-12-24 08:07:07+00:00, ,283121615519219712,en,0,0,0,0,twitterfeed,EURCHF intraday key ST resistance at 1.2085 | 24122012 0111: Update on supports and resistances. EUR/CHF intrada... http://t.co/S8x5Hm6G
378244409,EasyHomeForex,False,3303,3950,12710,42,2012-12-24 08:07:07+00:00, ,283121614164475904,en,0,0,0,0,twitterfeed,EURCHF intraday key ST resistance at 1.2085 | 24122012 0111: Update on supports and resistances. EUR/CHF intrada... http://t.co/QKcDs7SE
154310168,Auto_FX,False,1013,1111,21734,20,2012-12-24 08:07:07+00:00, ,283121612587409408,en,0,0,0,0,twitterfeed,EURCHF intraday key ST resistance at 1.2085 | 24122012 0111: Update on supports and resistances. EUR/CHF intrada... http://t.co/bp8SsVQB
461577197,ForexPro2,False,1629,1074,9107,10,2012-12-23 08:47:27+00:00, ,282769374132195328,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF was stuck in tight range last week and consolidative trading continued. Downside... http://t.co/N3Gbvac4
378244409,EasyHomeForex,False,3303,3950,12710,42,2012-12-23 08:47:26+00:00, ,282769372676767744,en,0,0,1,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF was stuck in tight range last week and consolidative trading continued. Downside... http://t.co/ADFAcCJP
154310168,Auto_FX,False,1013,1111,21734,20,2012-12-23 08:47:26+00:00, ,282769371816931328,en,0,0,0,0,twitterfeed,EUR/CHF Weekly Outlook: EUR/CHF was stuck in tight range last week and consolidative trading continued. Downside... http://t.co/NBAYFVTh
