author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
177397061,jimcam111,True,140,33,1620,10,2012-11-25 22:16:36+00:00, ,272826143055417345,en,0,0,1,0,Twitter Web Client,@robbooker @JenTho3 Is there a different setting for Tri Pips on EUR/JPY and XAU/USD? Regular MACD settings are off the scale.
68662244,spankscer,True,169,0,15040,6,2012-11-25 05:11:23+00:00, ,272568142167932930,en,0,0,1,0,Twitter for Mac,@merovign 260 to be exact. And convert that to SGD from USD is much much better than converting 400 EUR to SGD.
274931127,Elianora,True,9870,299,23868,53,2012-11-24 19:57:24+00:00, ,272428725780508672,en,0,0,1,0,Silver Bird,@media_hobbit And that's for PC. Console versions are 10 EUR (13 USD) more.
773233016,bellofortrade,True,1054,1878,5032,6,2012-11-23 21:55:26+00:00, ,272096044626624512,en,0,0,0,0,Twitter for iPad,Our one-month forecast for EUR/USD is 1.32 and 12-month forecast is 1.22
551934175,roberto_afx,True,235,118,2753,9,2012-11-23 19:04:13+00:00, ,272052953907593217,en,0,0,1,0,Twitter for Android,"@IlyaSpivak : Hello Ilya, just saw the price and really surprise the move of #EUR/USD &amp; #GBP/USD. phew.. I can't get the color of this move."
65616414,L0gg0l,True,12442,2865,42573,494,2012-11-23 17:07:58+00:00, ,272023698620440576,en,0,0,0,0,TweetDeck,swiss franc is moving (vs EUR and USD cross)
956684570,PipsCart,True,19,6,478,0,2012-11-23 15:35:18+00:00, ,272000378659278851,en,0,0,0,0,Facebook,Another 10 Pips On EUR/USD and 10 Pips On USD/CHF. #heavenonhell @PipsCart
3218781,bertboerland,True,3302,2437,153692,338,2012-11-23 15:04:08+00:00, ,271992535898017792,en,0,0,0,1,Twitter for Mac,"So americans pay 3,199 USD/gallon (0,65 EUR/liter) and think that is expensive? Please bring your SUV to the Netherlands ;-)"
718119902,armanditoblume,True,97,22,3460,1,2012-11-23 14:47:45+00:00, ,271988411198480385,en,0,0,1,0,Twitter for iPad,"@piptrain aud/usd short,considering eur/usd short???if we get there i will short 10460 and 1296.usd/nok limit buy 6,65...."
414259284,Tickmill,True,34145,125,25673,162,2012-11-23 14:18:20+00:00, ,271981010189692928,en,0,0,0,0,Twitter Web Client,"#EUR/USD paid up to trip stops above 1.2920
Further stops tipped over 1.2950 and 1.2980, market judged short
#USD #FX #li"
280963916,canadiantom,True,540,56,789,2,2012-11-23 14:14:26+00:00, ,271980028022112256,en,0,0,0,0,Twitter Web Client,I'm hoping for EUR to decrease in strength and CAD or USD to begin. Waiting for a good time for it to start.
619763230,kelly_dwight,True,193,332,4453,9,2012-11-23 13:43:07+00:00,99cdab25eddd6bce,271972148728446976,en,0,0,0,0,Twitter for iPhone,Short on Eur/Usd and Long on Usd/Chf.. #fiscalcliff
22909067,SpreadCo,True,1627,881,8770,47,2012-11-23 11:10:33+00:00, ,271933751011966977,en,0,0,0,0,Twitter Web Client,"#EUR/USD takes a swing towards 1.30. This area is where the daily cloud top and the one-year channel highs come in, #BARC expects a pullback"
611668904,dailytradesfx,True,415,399,6364,12,2012-11-23 10:54:26+00:00, ,271929695942094848,en,0,0,0,0,Twitter Web Client,USD/CHF and EUR/USD trades not really moved as of yet
773233016,bellofortrade,True,1054,1878,5032,6,2012-11-23 09:41:13+00:00, ,271911272692449280,en,0,0,0,0,Twitter for iPhone,EUR/USD has formed a Channel Down pattern on the 4H chart. The pattern has  40% quality and 55% magnitude in the 254-bar period.
270492072,JacekWierzbicki,True,1319,1948,1361083,125,2012-11-23 05:13:20+00:00, ,271843854464995328,en,0,0,0,0,IFTTT,"DailyFXTeam: FX SCORECARD: CHF and EUR outperforming vs USD so far this week, up +1.16% and 1.12% respectively. JPY worst performer at -1..."
533517513,FINVASIA,True,2850,49,8698,9,2012-11-23 04:49:42+00:00, ,271837910200889344,en,0,0,0,0,GroupTweet,"CHF and EUR outperforming vs USD so far this week, up +1.16% and 1.12% respectively. JPY worst performer at -1.07% - ^Jez"
88476758,Jezlin_Jacob,True,158,1607,1162,7,2012-11-23 04:49:41+00:00, ,271837904098168832,en,0,0,0,0,Twitter Web Client,"@FINVASIA CHF and EUR outperforming vs USD so far this week, up +1.16% and 1.12% respectively. JPY worst performer at -1.07%"
28366310,DailyFXTeam,True,145952,63,381704,2827,2012-11-23 04:29:51+00:00, ,271832914684166146,en,0,0,0,2,Echofon,"FX SCORECARD: CHF and EUR outperforming vs USD so far this week, up +1.16% and 1.12% respectively. JPY worst performer at -1.07%"
252437614,gregorymckenna,False,25863,1450,48179,560,2012-11-22 22:10:48+00:00, ,271737520801316864,en,0,0,0,0,Hootsuite,"#AUD Cross post - AUD #JPY looks like a top, #EUR AUD hit trendline resistance while AUD #USD and AUD #NZD going nowhere..."
610940547,hiltonshaw,False,230,264,4582,12,2012-11-22 20:53:34+00:00, ,271718086523113472,en,0,0,0,0,Twitter Web Client,"@lovemesexy im short on chf/jpy and eur/jpy (which is pretty tight )
about to pull the trigger on usd/jpy too"
10058692,FXTrader,False,1831,877,7828,49,2012-11-22 18:59:02+00:00, ,271689260430675968,en,0,0,0,0,Twitter Web Client,"EUR/USD and EUR/JPY, the Christmas gift that keeps on giving. = )"
213697868,catskillfishing,False,817,60,28240,56,2012-11-22 13:32:28+00:00, ,271607080362856448,en,0,0,0,0,TweetDeck,@PeterLBrandt  US Futures are green as was Asia and Europe. Euro strong as well. Bodes well for 4Q multis earnings EUR/USD  1.2893  +0.51%
213697868,catskillfishing,False,817,60,28240,56,2012-11-22 13:31:55+00:00, ,271606939039969280,en,0,0,0,0,TweetDeck,@CiovaccoCapital US Futures are green as was Asia and Europe. Euro strong as well. Bodes well for 4Q multis earnings EUR/USD  1.2893  +0.51%
586537487,Trust_Capital,False,2014,1803,50949,36,2012-11-22 12:39:34+00:00, ,271593767960735745,en,0,0,0,0,Twitter Web Client,EUR/USD back at highs after Cyprus and Spain
75290848,I_M_A_Trader,False,3666,164,113321,189,2012-11-22 12:00:11+00:00, ,271583855100710913,en,0,0,0,0,TweetDeck,"While many U.S. traders also take Friday off, the intraday range of the EUR/USD, GBP/USD and USD/JPY tends to expand significantly"
278937347,mosesharding,False,5900,52,64026,126,2012-11-22 11:37:32+00:00, ,271578157088378880,en,0,0,2,0,Mobile Web,EUR/USD range has clearly shifted into 1.2750-1.30 now and thereafter wud prefer 1.29-1.34 consolidation into the short term
962178878,TechnicalAnaly4,False,70,28,203,2,2012-11-22 10:25:32+00:00, ,271560035652476928,en,0,0,0,0,Twitter Web Client,"EUR/USD
MAY BE WATCH 1.2880 AND 1.2918 TODAY"
414259284,Tickmill,False,34145,125,25673,162,2012-11-22 08:22:50+00:00, ,271529158897709056,en,0,0,0,0,Twitter Web Client,"#EUR/USD Buy Orders 1.2820-30 and 1.2800 Larger buying interest through 1.2780
Sell Orders 1.2870-80 and 1.2900. stops above"
185673983,TheSquareMile,False,7159,5072,97237,225,2012-11-22 07:27:58+00:00, ,271515347935444993,en,0,0,0,0,TweetDeck,#Thanksgiving volumes and 'synthetic' gains kick in: #EUR #USD 40+pts to 1.28685 and USD #JPY 20+ pts to 82.59. These 2 could be 'ripe' ST
472634603,MarcPMarkets,False,4139,44,5078,130,2012-11-22 05:01:38+00:00, ,271478521598197760,en,0,0,0,0,SocialOomph,@saraeisenfx Sara! Interested in why the USD and EUR act so differently in contrast to similar measures taken by their central banks?
18864603,mpak999,False,997,1114,20734,157,2012-11-22 04:12:15+00:00, ,271466095238602752,en,0,0,1,1,Twitter Web Client,"@sbusso :) yeap, and u can use it for currency enxcahnge too ""150 USD in EUR"""
407706577,AA_Investment,False,2891,3805,1441,21,2012-11-22 01:02:14+00:00, ,271418274837839872,en,0,0,0,0,Twitter Web Client,"Successful Trades on Nov 21, 2012 According to the analysis of the GBP/USD and EUR/USD trader profited on a binary options platform."
10058692,FXTrader,False,1831,877,7828,49,2012-11-22 00:15:43+00:00, ,271406571664318464,en,0,0,0,0,Twitter Web Client,"Taking more profit on EUR/USD and EUR/JPY longs, letting the rest ride and starting to short."
95653898,acholini,False,61,159,316,1,2012-11-21 23:49:49+00:00, ,271400051681685504,en,0,0,0,0,Twitter Web Client,TWIN PEAKS and the gap EUR/USD
337639852,DeesdayGaming,False,3768,4110,13650,16,2012-11-21 23:47:50+00:00, ,271399551766769664,en,0,0,0,0,Hootsuite,"JPY and AUD Slide Against USD, EUR Moving Little Higher Against USD"
128758818,irulic,False,1659,1715,6584,32,2012-11-21 23:47:49+00:00, ,271399550412005376,en,0,0,0,0,Hootsuite,"JPY and AUD Slide Against USD, EUR Moving Little Higher Against USD"
