,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,EUR/USD pushed through the 1.3240 resistance zone and stretched to a fresh daily high of 1.3252,0.22999999999999998,0.52,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}"
1,EUR/USD pushed through the 1.3240 resistance zone and stretched to a fresh daily high of 1.3252,0.22999999999999998,0.52,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}"
2,EUR/USD pushed through the 1.3240 resistance zone and stretched to a fresh daily high of 1.3252,0.22999999999999998,0.52,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}"
3,"I'm long the JPY from start of this week against AUD, USD, NZD, EUR and CAD. LT positions so small overall. Alot of potiential, no signs yet",-0.15,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4,"@sushilkedia @7Rajan8 sir, GBP and EUR generally moves in the same direction against the USD. &amp; EUR is just not breaking down",0.07500000000000001,0.45,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5,"The last days for Eur/usd being above level 1.3200.
bye and see at 1.0000 soon!",0.0,0.06666666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,"$KIWI advances across the board, intraday gains +1.43% against $USD, +1.25% against $AUD, +.81% against $JPY and +1.24% against $EUR",0.0,0.0,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8225}","{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8225}"
7,The entire EUR/USD dip from this morning...totally erased and than some.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,"@alaidiPremiumFX if I go with EUR/GBP my portfolio wouldn't be changed;
Cause == long EUR/GBP short EUR/USD and LONG GBP/USD (1 BUY 1 SHORT)",-0.025,0.35000000000000003,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,EUR/USD gunned for stops below 1.3200 but couldn't find any traction and has rebounded to 1.3225.,0.0,0.0,"{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.5574}","{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.5574}"
