,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,"A raft of selections tonight, USD/CAD, EUR/GBP, and  AUD/USD. Remember your money management.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,"200 mma keeping a floor on EUR/USD, Italy downgrade and EUR/USD rallies. With UK downgrade coming, #EUR/GBP may squeeze higher...",0.25,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,Fresh shorts issued on EUR/USd and aud/usd...,0.15,0.4,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}"
3,eur/jpy and eur/usd: playing correction with sl about 94.70 an 1.209,0.0,0.0,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}"
4,revised eur/usd goal to reach 1.221 instead of 1.225 due to a recalculation of technical analysis and moved stop to break even,-0.125,0.375,"{'neg': 0.135, 'neu': 0.798, 'pos': 0.067, 'compound': -0.2732}","{'neg': 0.135, 'neu': 0.798, 'pos': 0.067, 'compound': -0.2732}"
5,had a long trade on the eur/usd this morning and made 2%,-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,The EUR/USD is up against resistance here.  There is a bearish gap and the lows of July 17th. Should see 2300 if it breaks this level.,0.0,0.3,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}"
7,"#EUR/USD on the rise!! Cant believe the movement is covered and sustainable. From 1,2030 to 1,2160!? Prepare for another disappointment!!",0.0,0.0,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
8,eur/usd momentum remained in tact and 12120 new support,0.13636363636363635,0.45454545454545453,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
9,"make us looking towards a move back into 1,23$ EUR/USD and in general upside on all markets now as next (undergoing) move",0.016666666666666673,0.16666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
10,"EUR/USD came yesterday to 1,2041 (just 12 pips from our target at 1,2029) and reversed back to 1,2150 area again, leaving important bullish",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
11,"TECHS: Euro outperforming today and could be attempting a key short-term reversal. Of note - EUR/USD, EUR/JPY and EUR/GBP daily charts.",0.0,1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12,"Well it's official, EUR/USD has finally closed the gap, bang-on the 1.2156 level. And I mean bang-on. Here's hoping the barrier stays put.",-0.15625,0.84375,"{'neg': 0.077, 'neu': 0.667, 'pos': 0.256, 'compound': 0.5423}","{'neg': 0.077, 'neu': 0.667, 'pos': 0.256, 'compound': 0.5423}"
13,"#EUR/USD ACB’s maintained a steady drip feed of euros into the rally though,and despite the break many Sell Orders unflilled1.2150-60 #li",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
14,eur/usd back in range...and I back on the window.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
15,"EUR/USD: Stops above 1.2150, short covering and further gains expected once above. 1.2220 and 1.2340 come next",0.0,0.15,"{'neg': 0.151, 'neu': 0.616, 'pos': 0.233, 'compound': 0.296}","{'neg': 0.151, 'neu': 0.616, 'pos': 0.233, 'compound': 0.296}"
16,"Shorting EUR/USD @ 1.2123 and praying to the heavens. Stop @ 1.2187, Limit @ 1.2010. To hell with this fluffy spike of a bounce!",0.0,0.3,"{'neg': 0.318, 'neu': 0.421, 'pos': 0.262, 'compound': -0.296}","{'neg': 0.318, 'neu': 0.421, 'pos': 0.262, 'compound': -0.296}"
17,"DB  usdindex is at year-high, traders likely see it as generally fairly-valued. Only EUR/USD (and,  USD/CHF)  likely ausing them anxiety.",0.05000000000000002,0.5,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}"
18,While a 10-tick sell-off and 20-tick rally followed softer-than-expected  IFO data. A lot of bad news is now needed to push #EUR/USD down.,-0.6999999999999998,0.6666666666666666,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}","{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}"
19,"processing  
Tchao.

you should understand what follows:
 EUR/USD remained above the significant 
1.30 figure and currently trades ...",0.0,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
20,"USD/INR back to 56.12-56.38 and believe reversal into 55.75 has begun; now, watch EUR/USD at 1.2050-1.2200; bias up",0.0,0.0,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.1027}","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.1027}"
21,USD Index below 83.83; EUR/USD above 1.21 and USD/INR belo 56.25; thats the risk I was highlighting; risky to stay long dollars arnd 1.2050,-0.05,0.4,"{'neg': 0.108, 'neu': 0.769, 'pos': 0.123, 'compound': 0.0772}","{'neg': 0.108, 'neu': 0.769, 'pos': 0.123, 'compound': 0.0772}"
22,@trader1806 Any rumours in the pit that would explain this EUR/USD and CAC spike at open ?,0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
23,Look to buy EUR/JPY at 94.00-93.50 with stop at 93.25 for 96.25; time for simultaneous reversal in EUR/USD and USD/JPY,0.0,0.0,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
24,"@JawadOnFX you are never sure with a trade with 100%...but Eur/Usd needs some relief and support here, SSI data, everyone seems to be short!",-0.125,0.5944444444444444,"{'neg': 0.11, 'neu': 0.563, 'pos': 0.327, 'compound': 0.5911}","{'neg': 0.11, 'neu': 0.563, 'pos': 0.327, 'compound': 0.5911}"
25,USD/INR steady arnd 56.38; mkt bit nervous now; think time for concerted intervention to push EUR/USD into 1.24 (and USD/INR into 54.80).,0.0,0.0,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2732}"
26,"The #EUR/USD is looking heavy, watching 1.173,1.132 and 1.101 as possible support levels.",0.0,0.0,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
27,"“@TheEconomist: ""Oil demand in the rich world peaked and is falling, massive overcapacity"" questions for them:role of usd/eur future ex rate",0.375,0.75,"{'neg': 0.093, 'neu': 0.683, 'pos': 0.224, 'compound': 0.4767}","{'neg': 0.093, 'neu': 0.683, 'pos': 0.224, 'compound': 0.4767}"
28,@MBForex I'm confused. Why is the dollar gaining strength and EUR/USD is climbing??,0.0,0.0,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.765}","{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.765}"
29,Given the stability in USD/JPY; trading EUR/USD and EUR/JPY will be duplication; hence asked to stay out of EUR/JPY which has played 94-95,0.0,0.0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
30,"EUR slumped after Moody's downgrades Germany, Netherlands and Luxembourg
FX 
USD 31.77/31.82
GBP 49.25/49.45
EUR 38.30/38.50
JPY .4060/.4070",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
31,"#EUR/USD Personally my level to watch and interest at 1.2332, 1.2339, 1.2476.. should consider re-enter short from that level.",0.0,0.3,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}"
32,#EUR/USD Seems the chart and voume give a sign for corrction or reversal. Will be consider to re-enter short (if bounce).. cont..,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
33,"@Yuyucow I just looked at the EUR USD exhange rate, and here I was thinking I shouldn't worry about it dropping bellow 1.2",0.0,0.0,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.2057}","{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.2057}"
34,"EUR/USD 1,20618 after Negative Outlook of Moody's on German lander's and Netherlands",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
35,"got stop aud/usd with -30pips and eur/usd with -90pips, holding nzd/usd from .7880",0.0,0.0,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
36,Holding that €1.18 EUR/USD until Spain gets the €100 billion and Greece gets the €130 billion. After the allocations could soften further.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
37,"EUR / USD we enterred Long with 1.2051. Stopp 1970, 1860 Target 1.2340-70 and 1.2540",-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
38,@lindayueh But still positive. That must mean that Eur/USD still has a long way down and the 2y still cheap?!,0.012500000000000011,0.5958333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
39,#EUR/USD Shown on chart that this pair has reached critical and phsylogical level.. is it gonna turn for reversal in trend (bullish)? Cont..,0.0,0.0,"{'neg': 0.138, 'neu': 0.789, 'pos': 0.072, 'compound': -0.25}","{'neg': 0.138, 'neu': 0.789, 'pos': 0.072, 'compound': -0.25}"
40,Eur/USD and Aud/USD are plunging... testing the mid-june highs on the AUD,0.16,0.5399999999999999,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
41,EUR/USD 1.20585 and falling.  1.19 was the low in 2010,0.0,0.3,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}"
42,#Spain's #budget minister calls on #EU institutions to protect the #Eurozone. #EUR / #USD 1.20 and sinking. #EZ #Europe,0.0,0.0,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}"
43,#Spain's #budget minister calls on #EU institutions to protect the #Eurozone. #EUR / #USD 1.20 and sinking. #EZ #Europe,0.0,0.0,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}"
44,Spain's budget minister calls on EU institutions to protect the euro zone. EUR/USD 1.20 and sinking.,0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
45,Spain's budget minister calls on EU institutions to protect the euro zone. EUR/USD 1.20 and sinking.,0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
46,RT @djfxtrader: Spain's budget minister calls on EU institutions to protect the euro zone. EUR/USD 1.20 and sinking. #in,0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
47,Spain's budget minister calls on EU institutions to protect the euro zone. EUR/USD 1.20 and sinking ..,0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
48,Spain's budget minister calls on EU institutions to protect the euro zone. EUR/USD 1.20 and sinking.,0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
49,"@waltervannelli Actually I was selling EUR/USD 10 pips below the famous 1.21000 psychological level, 20 pip SL and 40 TP. What do you think?",0.25,0.55,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
