,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,"-FX Snapshot:  1.290 EUR, and 77.806 JPY, 12.870 MXN, 2.030 BRL, 1.620 GBP,

-Gold $1,763.90 up 1.70 USD. Oil $91.37 down 0.56 cents USD",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,"•The NZD opens at current indicative mid rates: 0.82 USD, 0.79 AUD, 0.6360 EUR, 63.80 JPY, 0.5070 GBP, and 0.8055 CAD.",0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"•The NZD opens at current indicative mid rates: 0.82 USD, 0.79 AUD, 0.6360 EUR, 63.80 JPY, 0.5070 GBP, and 0.8055 CAD",0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,"Got stopped out of my Apple and MLNX trades with a small profit... Still holding shorts on EUR/USD since 1,30530. #CorrectionMode",-0.125,0.35,"{'neg': 0.137, 'neu': 0.683, 'pos': 0.18, 'compound': 0.1779}","{'neg': 0.137, 'neu': 0.683, 'pos': 0.18, 'compound': 0.1779}"
4,"@RylandCapital I am long (so biased) but yes, that is why I am not relying a lot on the USD (and EUR/USD) these days",-0.05,0.4,"{'neg': 0.139, 'neu': 0.594, 'pos': 0.267, 'compound': 0.3182}","{'neg': 0.139, 'neu': 0.594, 'pos': 0.267, 'compound': 0.3182}"
5,"Draghi in Berlin saying ECB action will boost stability, Euro irreversible and that growth will return next year. EUR/USD 1,2950.",0.05,0.05,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6486}","{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6486}"
6,"I opened again sell EUR/USD order 4, this time at 1.2945, and buy USD/CHF order 3 again, this time at 0.9344",0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7,"#EUR/USD Good Sell Orders said layered to 1.2980 and suggestion of larger Sell-Orders 1.30+
1.3000 expiries will add to likely resistance",0.35,0.55,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6597}","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6597}"
8,"#EUR/USD NA traders chase the stops of European specs and fill them above 1.2955
100-HMA @ 1.2970",0.0,0.0,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
9,EUR/USD As we now have taken out the daily high we might trade a bit higher and reach 1.2970 and 1.30,0.20500000000000002,0.52,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.0258}","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.0258}"
10,"@robbooker Rob, is there any relationship between the EUR / USD and AUD / NZD ... they move in the opposite or same direction....Thanks",0.0,0.0,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}"
11,[Update] Prelim UoM Consumer Sentiment Expected to Boost USD: The EUR/USD pair has been experiencing very volatile trading this week and...,0.0,0.0,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
12,Folling the Hungarian central bank rate cut HUF under pressure against USD and EUR,0.0,0.25,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
