,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,Headwinds to EUR/USD blast today remain with the Fed's options open to alter policy and Europe STILL in Crisis.,0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,"Here are are my EUR/USD levels to BUY: 1/2 full position (5) @ 1.3055, S 1.3030, T 1.3150.... and Full  (10) @ 1.2965, S 1.2920, T 1.3200",0.35,0.55,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"Wow... Reviewing todays trade (long EUR/USD 1.2935, target 1.3120) what a truly beautiful setup that was... No heat, and straight to target",0.08333333333333333,0.6,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}"
3,"Gezien #AEX fut +0,2% EUR/USD +0,6% #goud +2,7% & Bund fut +0,5% quote #Fed weer legendarische: The dollar is our currency and your problem",0.0,0.0,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
4,EUR/USD SUPPORT is now: 1.3050 and 1.2965... I want to step back and take a look at these charts to decide when to put some more back on...,0.0,0.0,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.4588}"
5,"For 2012, Our Favored trade, Long EUR/USD and long Gold is up 9.14% YTD",-0.05,0.4,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
6,*NEW* Weekly and DAILY highs on EUR/USD... ONLY resistance is LONGS targets now,0.08212121212121214,0.46484848484848484,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7,Watch 1.2990 and 1.3015 for short term resistance to break in the EUR/USD- those break and we have a technical confirmation 4 1.3120 targets,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,"EUR down USD up, makes sense, the money from Europe has to go some where. And #Gold will go down for now with the #EUR as the #USD goes up.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,"After getting viciously stopped out over night, Im reshort EUR/USD and AUS/USD.. Needless to say Im not having a good AM..",-0.15000000000000002,0.8,"{'neg': 0.322, 'neu': 0.479, 'pos': 0.199, 'compound': -0.2023}","{'neg': 0.322, 'neu': 0.479, 'pos': 0.199, 'compound': -0.2023}"
