,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,"Rumors and facts hurt the EUR/USD, back to 10-day lows",0.0,0.15,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6705}","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6705}"
1,"Daily Summary on USD, EUR, JPY, GBP, AUD, CAD and NZD",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"expect a move back from where S&amp;P and DJ started the day, also EUR/USD should move back into 1,3025/30 area THERE will open SHORTs",0.0,0.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,"Goldman note from this morning says med-term, reduced EUR risk #premium, US deficits, Asia surpluses and risk correlations = USD bearish",0.0,0.0,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.7096}","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.7096}"
4,eur/usd see resistance still at 13010 staying short from 13021 and 12890 is target,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5,"@mattycurry we take GBP, EUR, USD, DKK, SEK and YEN bot no gift vouchers. When we do they will be in all currencies",0.0,0.0,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
6,#2 - the data release and the cross rate effect of the GBP/USD on the EUR/GBP. Why didn't he gaff 30 pips earlier then I would have no loss!,0.0,0.25,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}"
7,GBP/EUR and GBP/USD both gain 50 pips as UK GDP Q3 surpasses expectations at 1%,0.0,0.0,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}"
8,"Conclusion ? buy GBP sell JPY (rumors about new QE, sell EUR and moderatly sell USD",0.13636363636363635,0.45454545454545453,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,#EUR/USD ACBs fade the rally and their influence looks a significant factor in a likely top.1.3 expiries may draw price action in short term,0.05,0.2,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
10,"Sterling up on the good data, against the USD, EUR, AUD,CHF and JPY amongst others. Contact me for full updates 08000 321 109",0.3083333333333333,0.5083333333333334,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
11,"Today's recommended trade is NZD/USD. For analysis of this set up (plus EUR, GBP, JPY, CHF and AUD) email me at TRL@clear.net.nz",0.0,0.0,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
12,Sterling up against USD and EUR following better than expected UK #GDP figures,0.5,0.5,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
13,My short term target for #Eur/Usd is 1.3070.Remember it is just my bet and the probability for being wrong is high.,-0.11333333333333333,0.58,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}"
14,Risk working its stuff this morning. 1.30 very key level for eur/usd. Hold above and 1.3050 will be target initially for bulls.,0.0,1.0,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
15,My view on the markets are that we got a reversal in EUR/USD and GBP/USD today - I expect USD to weaken further today.,0.0,0.0,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}","{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}"
16,"European session, October, 25:
EUR\USD - resist. 1,2995-1,30;
GBP\USD - target 1,6110;
AUD\USD - max 1,03715;
USD\CHF - 0,9289 and 0,9270.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
17,The EUR/USD has rebounded and nearly made up all of today's losses. #bullish,0.1,0.4,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}"
18,"On @imaterialise all pricing is in EUR. Until you set your billing address to Germany, then it's USD. Hit cancel and lose your cart. Doh. :(",0.0,0.0,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5719}","{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5719}"
19,"Today's recommended trade is NZD/USD. For analysis of this set up (plus EUR, GBP, JPY, CHF and AUD) email me TRL@clear.net.nz",0.0,0.0,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
20,Australia and China data released yesterday made the EUR/USD knocking on the door of 1.3000 again,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
21,"Still short the EUR/USD from this morning at 1.2962, currently -8 pips and holding into Asia and European sessions.",0.0,0.2333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22,Breech of the EUR/USD of the triangle and on to higher highs if you took the trade with me protect your profits from here. Up 15 pips.,0.20500000000000002,0.52,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}"
23,"Total divergence between USD, SPX and EUR atm.",0.0,0.75,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
24,#EUR/USD touches a 1 week low on weak manufacturing &amp; service sector sentiment indices for both Germany and the EU,-0.1875,0.4625,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}"
25,@clundberg3524 Selling USD/NOK and buying EUR/JPY,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
26,EUR/USD short order missed by 1 pip and already hit my would've been take profit :( sigh ...plenty of news today to get back in the game,-0.13333333333333333,0.2333333333333333,"{'neg': 0.082, 'neu': 0.714, 'pos': 0.204, 'compound': 0.34}","{'neg': 0.082, 'neu': 0.714, 'pos': 0.204, 'compound': 0.34}"
27,#NEWS: 11:45 (GMT -4) = ECB President Draghi will speak. Watch out folks! All days is full of data release for #EUR #USD #CAD and also #NZD,0.35,0.55,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
28,Morgan Stanley closes #EUR/USD longs in both its tactical and strategic books [before PMIs and Ifo],-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
29,[Dow Jones] Morgan Stanley closes EUR/USD longs in both its tactical and strategic books [before PMIs and Ifo],-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
30,EUR/USD and GBP/USD are about ready to make some advances in today`s trading in our opinion.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
31,"... Eco EUR 7:45|10 am Draghi speaking, USD 10 am Homes Sales and 2:15 pm FOMC.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
32,"RT @fxproglobal: EUR/USD lower on both weaker PMI and also German Ifo survey, latter down to 2 1/2 year low.  Fighting with fib level at...",0.0,0.09999999999999999,"{'neg': 0.495, 'neu': 0.505, 'pos': 0.0, 'compound': -0.8316}","{'neg': 0.495, 'neu': 0.505, 'pos': 0.0, 'compound': -0.8316}"
