,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,EUR/USD has formed a Channel Up pattern on the 1H chart. The pattern has 41% quality and 50% magnitude in the 113-bar period.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,yesterday  gold and eur/usd made me think gold was high today,0.16,0.5399999999999999,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"#EUR/USD: Today's rally was a bit of a 'surprise', and yet resistance is holding @ 1.3000 and the larger setup still points us downwards.",0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,eur/usd better flat now monday US closed 4 memorial day and UK spring banks holyday.,0.2375,0.3125,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
4,"EUR/USD   remains on the upside and is challenging its previous high, the RSI is well directed. #EUR #USD $EURUSD",0.031111111111111117,0.3688888888888888,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
5,RBS: We still favour buying dollars. We still forecast sizeable declines in EUR and in GBP against the USD over the next 12 months,0.0,0.0,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
6,USD move lower is painful really - as few currencies other than EUR and GBP are really making much ground. Commods continue to struggle here,0.2,0.2,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.6705}","{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.6705}"
7,I will be trading Eur/usd and gbp/usd in the evening uk time when they range a lot and will be using 5 min short term trade in,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,EUR/USD Is And Will Remain A Sell On Rallies,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,both our trades in EUR/USD and GBP/USD longs are giving us more than 100 pips hold for more!! break above 1.3020 &amp; 1.5160 wud bring more..,-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
