,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,"sometimes this happens!  EUR/USD reached entry, didn't think it would, with huge swing.  Took entry, 1st profit and stopped at entry.",0.4000000000000001,0.9,"{'neg': 0.206, 'neu': 0.595, 'pos': 0.198, 'compound': -0.0418}","{'neg': 0.206, 'neu': 0.595, 'pos': 0.198, 'compound': -0.0418}"
1,"Entered Short GBP/USD; Pending Long EUR/AUD and USD/CAD, Short AUD/USD",-0.016666666666666666,0.3333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,@prasanthgkumar buy 20m of eur and usd and sell chf,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,"EUR/USD SS cover some here, sub .32 and it goes to .29.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4,Got another customer in Norway and they prefer pricing in USD not EUR. Is it because they are an oil exporter? Customers in Denmark like EUR,0.0,0.0,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
5,"Italy bond issue Nov 29, likely to drive EUR lower ahead of event. Anxiety and USD spike ahead. See earlier comments on EUR short above 1.40",0.0,0.4,"{'neg': 0.097, 'neu': 0.793, 'pos': 0.11, 'compound': 0.0772}","{'neg': 0.097, 'neu': 0.793, 'pos': 0.11, 'compound': 0.0772}"
6,Just got to my desk. EUR/USD long was stopped for -29 pips loss. No worries about it. Will look at the charts and post what I see.,-0.05,0.4,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}"
7,Problems around the EU (bear day for the EUR/USD pairing) and the likely beneficiary is the GBP (due to gold increase and thanksgiving),-0.125,0.375,"{'neg': 0.167, 'neu': 0.679, 'pos': 0.154, 'compound': -0.0516}","{'neg': 0.167, 'neu': 0.679, 'pos': 0.154, 'compound': -0.0516}"
8,"Hunting entries on pullbacks in EUR/USD, GBP/USD, AUD/USD, NZD/USD sort and USD/CAD & USD/CHF long. Supported by lower Gold, Oil and Copper",-0.05,0.4,"{'neg': 0.116, 'neu': 0.741, 'pos': 0.143, 'compound': 0.128}","{'neg': 0.116, 'neu': 0.741, 'pos': 0.143, 'compound': 0.128}"
9,"next shot long for Eur/Usd @1,3250 - now gearing up a bit to Lev 5 ...no greed and not toooo much Lev pleazzzze!! #FXDIRK",0.05000000000000001,0.20000000000000004,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}"
10,Spot EUR/USD must move lower than 13265 and 13250 towards 13200 to progress decline. Any counter trend move must reach 13322+ to break UP.,0.0,0.0,"{'neg': 0.104, 'neu': 0.711, 'pos': 0.185, 'compound': 0.1779}","{'neg': 0.104, 'neu': 0.711, 'pos': 0.185, 'compound': 0.1779}"
11,[Breaking news]   EUR/USD touched new lows following Merkel’s comments on joint EUR bond issuance and in the illiquid conditions of the...,0.06818181818181818,0.37727272727272726,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}"
12,[Update]   EUR/USD touched new lows following Merkel’s comments on joint EUR bond issuance and in the illiquid conditions of the US...,0.06818181818181818,0.37727272727272726,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
13,[News Now]   EUR/USD touched new lows following Merkel’s comments on joint EUR bond issuance and in the illiquid conditions of the US...,0.06818181818181818,0.37727272727272726,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
14,Attention! FX news:   EUR/USD touched new lows following Merkel’s comments on joint EUR bond issuance and in the illiquid conditions of...,0.06818181818181818,0.37727272727272726,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}"
