,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,EUR/USD currently playing two head and shoulders patterns the break of the resistance line at 1.3300 will confirm which 1 is valid! #fxvideo,0.0,0.4,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
1,"Rand stumbles inside the range of 7.70 and 7.75!! EUR holds at 1.3230/USD. Afternoon trade 7.73, 12.XRUqT",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,@realdougwilson @elliotjaystocks @aral use PayPal website Payments Pro then transfer from EUR to USD and withdraw to bank.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,Sunday night I will give support and resistance of the EUR / USD GBP / USD GOLD SILVER AND OTHERS,-0.125,0.375,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
4,"Latin America Afternoon Wrap Regional Overview: A surprisingly strong close to the week for EM currencies with EUR/USD, AUD/USD, and US e",0.4333333333333333,0.7333333333333333,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}"
5,am going to short EUR/USD and long USD/CHF till the markets close,-0.025,0.35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,The USD to JPY exchange rate is WHAT right now? I just did a double take. Time to buy things! I wish GBP and EUR were similar right now.,0.19047619047619047,0.4904761904761905,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
7,"#eur/usd , breakout or head and soulder?",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,usd.jpy well bounced off it's low. usd/jpy well correlated with bond markets. and eur/cad going well.,0.0,0.3,"{'neg': 0.136, 'neu': 0.455, 'pos': 0.409, 'compound': 0.4939}","{'neg': 0.136, 'neu': 0.455, 'pos': 0.409, 'compound': 0.4939}"
9,"#EUR/USD 1.3300 is tough nut to crack because of option barrier in play, possibly a digital and there's a large Asian CB name pinned to it.",-0.19444444444444445,0.4166666666666667,"{'neg': 0.172, 'neu': 0.69, 'pos': 0.138, 'compound': 0.1027}","{'neg': 0.172, 'neu': 0.69, 'pos': 0.138, 'compound': 0.1027}"
10,"Detail: was talking about USD and not EUR but still awesome :-)
See my previous tweet",-0.16666666666666666,0.16666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
11,"Detail: was talking about USD and not EUR but still awesome :-)
See my previous tweet",-0.16666666666666666,0.16666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12,@trader4611 there is a bullish pattern in hourly chart. Watch out buddy. eur/cad and eur/aud short covering makes eur/usd go higher.,0.125,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
13,Shares Day today - EUR/USD on the way up - $230 up already in last 10 mins! Wall Street and S&amp;P way too high though. Time to short perhaps!!,0.05333333333333334,0.30222222222222217,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}"
14,Interesting- have ES and AUD/JPY shorts working... The aud is 1/2 size of my EUR/USD long-&gt; it's USD value is a perfect 1:1 hedge on euro,0.5,0.65,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7717}","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7717}"
15,RT @ganz251 @DanielHusseyJr eur usd and es still correlated? // yep,0.0,0.0,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}"
