,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,#oil has hit highs in the #eur and #gbp is the #usd next??? That would mean about $160 oil ...,-0.050833333333333335,0.4091666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,"Working on expense report from latest travel.  Sorting out receipts in USD, EUR and HUF forints.  Taking forever!",0.5,0.9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"UBS: We remain cautious about the resilence of EUR, GBP and AUD Vs USD as currency markets have priced in much good news at these levels.",0.7,0.6000000000000001,"{'neg': 0.086, 'neu': 0.736, 'pos': 0.178, 'compound': 0.3612}","{'neg': 0.086, 'neu': 0.736, 'pos': 0.178, 'compound': 0.3612}"
3,The soap opera continues - GBP Plc. Isn't the focus as EUR and USD fight the good fight.,0.7,0.6000000000000001,"{'neg': 0.304, 'neu': 0.526, 'pos': 0.17, 'compound': -0.3182}","{'neg': 0.304, 'neu': 0.526, 'pos': 0.17, 'compound': -0.3182}"
4,"@zerohedge you said jp morgan will be wrong on eur/usd, but they got it this time, as ms and citi did not",-0.5,0.9,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}","{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}"
5,Gap guesses- MINOR USD GAP UP... looking for AUD/USD to trade down to 1.0680 and hols support there... EUR/USD to 1.3380... BUY THE DIPS,-0.05,0.2,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
6,"@trish_regan Re: Tweet your trade, my favorite trade is Long EUR/USD, Long Gold and Long CAD/JPY",-0.05000000000000001,0.4000000000000001,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7,"@ellyoracle Thing is, there was a sign giving prices in USD, HKD, EUR & GDP, so I gave him the 30p and he said ""no, it's free"".",0.4,0.8,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
8,"@DanielHusseyJr There is something I don't like both in US stock and EUR/USD, and AUD/USD is lacking strenght, usually it is the opposite",-0.25,0.25,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5283}","{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5283}"
9,"@jordanclindsey Jordan did you get my email? 
I am still long EUR/USD. I am hoping 137.5 and I will bail out.",-0.05,0.4,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
