,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
0,Short eur/cad and usd /cad,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,@hummmgamli any ideas for EUR/USD on 26th? I think it will move towards 1.3330/50 and then only it might swing further downside or upside.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,"Break above 1,3416$ EUR/USD and keeping above above 1,3297$ (61,8% of previous upmove from 1,32$) OPENS THE WAY TOWARDS 1,3709$",-0.08333333333333333,0.3333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3,current rates! (buy) USD. 1.068 GBP. 1.6645 EUR. 1.44 and many more on hand currencies at 3 locations! #abbotsford #surrey #whiterock,0.0,0.4,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}"
4,Short eur/cad and usd/cad,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5,"Bias for Next Week: Expect a lot of $USD Strength, along with $CAD Strength. $EUR likely to soften and $AUD likely to soften like RBA Said",0.0,0.0,"{'neg': 0.049, 'neu': 0.459, 'pos': 0.491, 'compound': 0.91}","{'neg': 0.049, 'neu': 0.459, 'pos': 0.491, 'compound': 0.91}"
6,"At 10:00 AM EST, Consumer Confidence for $EUR will be released and New Home Sales for $USD. These are the only market events left today.",0.06818181818181818,0.22727272727272727,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7,Update @ 15:20: As its a Friday I closed my trades early the USD/DKK banked 61PIPs and the EUR/HKD banked 131 PIPs.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,"At 10:00 AM EST, Consumer Confidence for $EUR will be released and New Home Sales for $USD.  These are the only market events left today.",0.06818181818181818,0.22727272727272727,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,"Rupiah drop 6.02% vs USD to 11058, drop 4.41% vs JPY to 111.51, and drop 6.12% to 14763/EUR. Still says USD strengthen, not Rupiah weaken?",0.0,0.0,"{'neg': 0.373, 'neu': 0.533, 'pos': 0.094, 'compound': -0.7003}","{'neg': 0.373, 'neu': 0.533, 'pos': 0.094, 'compound': -0.7003}"
10,FOMC disappointed the market and USD posted minor gains vs EUR and GBP. Biggest gains were vs NZD and CAD as forecasted. Eur may turn strong,0.19166666666666665,0.4666666666666667,"{'neg': 0.101, 'neu': 0.522, 'pos': 0.377, 'compound': 0.8126}","{'neg': 0.101, 'neu': 0.522, 'pos': 0.377, 'compound': 0.8126}"
11,"EUR/USD
Options: 1.3200, 1.3400

USD/JPY
Options: 98.00 and 100.00

EUR/JPY
Options: 131.00 and 132.00

AUD/USD
Options: 0.9000

GBP/...",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12,"We expect up direction for EUR/USD and GBP/USD today. Markets are waiting for news release from Germany and UK, no big changes expected.",0.05,0.25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
13,12 hours later and my money's in the bank. Moved EUR to USD with @TransferWise and am really loving P2P finance!,0.25,0.3,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
14,I BELIEVE EUR/USD WILL CLOSE ON 15 MIN BETWEE 1.3370 AND 1.3375 AND THIS WILL ALLOW THE CURRENCY TO DROP DOWNWARDS,0.0,0.0,"{'neg': 0.162, 'neu': 0.692, 'pos': 0.146, 'compound': -0.0516}","{'neg': 0.162, 'neu': 0.692, 'pos': 0.146, 'compound': -0.0516}"
15,added to EUR/USD Short @ 13371. TP 13220 and lower. 20 stop.,0.0,0.3,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5267}","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5267}"
16,"Contemplating on just Selling gbp/usd,selling eur/usd,buying nzd/usd,buying usd/jpy and just letting it be till Sept End!! #RELAXEDEARNINGS",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
17,"The USD continues firmer - gaining ground against most majors.  CME FX futures:
Cable - 126, EUR -38, and CHF -45 vs. $",0.0625,0.5,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5267}","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5267}"
18,eur/usd works in range 1.3325/65 flat and boring here.,-0.025,0.125,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}"
19,"""@genghiscapital: KES closes at GBP/KES 136.58, USD/KES 87.55 and EUR/KES 116.82 #Currencies""",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
20,"KES closes at GBP/KES 136.58, USD/KES 87.55 and EUR/KES 116.82 #Currencies",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
21,#Taper &amp; improvement in US data surprises should  boost #USD. Data surprises in #UK and #euro area near positive extremes. #EUR #GBP #FX,0.1,0.4,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
22,"Eurex to launch EUR/RUB and USD/RUB futures, as well as it's other six currency pairs announced yesterday, with help from Moscow Exchange",0.0,0.0,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5859}","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5859}"
23,SELL EUR/USD - AT 1.3339 STOP 1.3346 TARGETS 1.3328 AND 1.3312.,0.0,0.0,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
24,"RT @PipCzar: Closed all USD long that I bought on ""Blue Light Special"" Yesterday...EUR, NOK, GBP, SEK, CAD and CHF. // Ma Birthday dude !!",0.1767857142857143,0.44285714285714284,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
25,"Closed all USD long that I bought on ""Blue Light Special"" Yesterday...EUR, NOK, GBP, SEK, CAD and CHF.",0.1767857142857143,0.44285714285714284,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
26,"@itzmeaswin of funds, payment will be effected to your account as follows:on the same business day if ITT currency is USD, GBP and EUR(cont)",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
27,SELL EUR/USD - AT 1.3356 STOP 1.3363 TARGETS 1.3342 AND 1.3320.,0.0,0.0,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
28,Negative EUR data and positive USD data will push it down to the mid to low 32xx level,0.0,0.15,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}"
29,Pretty much in position now. Long aud. short eur and gbp vs jpy and usd. Tops &amp; bottoms being set. Usdcad could see 1.0580 b4 lower imo.,0.1625,0.35000000000000003,"{'neg': 0.1, 'neu': 0.818, 'pos': 0.082, 'compound': -0.1027}","{'neg': 0.1, 'neu': 0.818, 'pos': 0.082, 'compound': -0.1027}"
30,@McNutcase Steam is doing the usd=eur thing for nearly everything (and has done so for years).,0.1,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
31,"and if you don't think I am not shorting the EUR/GBP here at the 61.8 AFTER a 100+ pip drop in the GBP/USD, your crazy...",0.0,0.3,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
32,"Just be cool,Usd/jpy target 100 and EUR/USD target 1.30",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
33,Only shit!! panic.!! USD markets and eur/usd dropp.,-0.2,0.8,"{'neg': 0.633, 'neu': 0.367, 'pos': 0.0, 'compound': -0.7845}","{'neg': 0.633, 'neu': 0.367, 'pos': 0.0, 'compound': -0.7845}"
34,After FOMC Release Eur/Usd  will Touch the support at 1.32916 and will move up till 1.36916 @saraeisenFX,0.0,0.0,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
35,@saraeisenFX After FOMC Release Eur/Usd  will Touch the support at 1.32916 and will move up till 1.36916,0.0,0.0,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
36,USD trades at session highs having made gains of 45 pips against the EUR (trades 1.3373 last) and 32 pips against JPY (trades 97.64 last)…,0.05333333333333334,0.22444444444444442,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5267}","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5267}"
37,"for all of you following along the EDGE webinars...closed all remaining USD longs. Took a loss in EUR, but CAD, NZD, NOK and SEK did v-well",-0.05,0.4,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}"
38,BUY EUR/USD - AT 1.3387 STOP 1.3372 TARGETS 1.3402 AND 1.3430.,0.0,0.0,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
39,"Good morning !!!
Our sell rates today are USD 1.0631 EUR 1.4459 and GBP 1.6849. 
Please call us  for more rates!!!",0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
40,"KES closes at GBP/KES 136.99, USD/KES 87.30 and EUR/KES 116.86 #Currencies",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
41,Eur /usd struggling to get over pivot area and that 134. August nearly over last slog of the month end. Lack of buyers!..,0.05,0.23333333333333334,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}"
42,"Eurex goes live with FX futures and options on EUR, USD,CHF and GBP on 7th October.",0.13636363636363635,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
43,EUR/USD and GBP/USD supported into Fed minutes,0.0,0.0,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}"
44,FOMC to lead EUR/USD and DXY direction,0.1,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
45,"EUR/USD trading at 1.3386 on interbank. UK companies with sales in the Eurozone &amp; the US, receiving payments in EUR and USD might to well d…",0.0,0.0,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}"
46,"EUR/USD trading at 1.3386 on interbank. UK companies earning with sales in the Eurozone &amp; the US, receiving payments in EUR and USD might t…",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
47,"#FX: USD Is higher across the board, along with GBP, EUR and JPY are mixed but lower versus USD, while AUD and NZD are weak ^KB",-0.0625,0.5625,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6249}","{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6249}"
48,The Canadian Dollar is relative weak the latest trading sessions against the other major currencies (USD and EUR) but more weakness on the …,-0.046875,0.6625,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}"
49,Real money reported selling EUR/USD and GBP/USD on London open,0.1,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
50,EUR/USD talk of system and model selling and expected profit taking from yesterday are bringing the pair lower,0.0,0.0,"{'neg': 0.146, 'neu': 0.662, 'pos': 0.192, 'compound': 0.1779}","{'neg': 0.146, 'neu': 0.662, 'pos': 0.192, 'compound': 0.1779}"
51,"$AUD and $NZD losing another day against their major peers. Against USD: CHF +0.07%, EUR +0.04%, CAD -0.30%, AUD -0.40%, NZD -0.54%.",0.0625,0.5,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}"
